"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"
1.56161483000721	2.32137634013329	4.10598170945663	2.29061959278824	1.63009862898334	3.7675220261808
0.914809129244923	1.14597422305328	1.90197535439147	0.643749520954845	0.735176984751764	2.01193195894199
0.514322819378731	0.320180881791412	0.205430745755743	0.843854348581245	0.642973230422889	0.609019479975607
0.319027562847686	0.283165801841721	0.468438497123509	0.232811170656926	0.65701894700897	1.17470419672953
0.294726168527112	0.301134524344262	0.426465716745111	0.235318730137809	0.277225438077093	0.573882297309935
3.0022277047387	3.03196488247851	1.89705998673274	1.83922900649195	1.45231980468384	4.46556793337065
0.336399962349342	0.272922613167926	0.449692553924522	0.358531868204348	0.427189227190411	0.349854882561657
0.39303331504341	0.196344268659947	0.198325656901897	0.350673960805629	0.354710584171357	0.543444215967144
1.92198183879074	0.183738298786862	2.46928888176448	1.54622905297402	1.39027758192797	2.58033067302497
1.34624556787754	1.61421503319209	1.80477499239742	1.57991539376485	0.853530318157691	2.60500511742296
1.73521727000502	1.44391642396579	3.49942779293226	3.94334421689736	1.49851117875192	3.44483303814552
1.97114637950253	0.535491313673198	0.574531042004584	1.14196095871384	0.677399673354344	4.91814701275684
0.843302444693637	0.653557492634665	1.8277679114401	0.785305352795932	0.825723894928431	2.57614020552005
1.67343173807175	1.30477609056612	2.97950594473363	2.83670104461277	1.68358520609118	1.71115871311949
3.37046374360012	1.52760694878048	3.52223739372267	1.32823834177324	2.68658201849442	2.13323308091405
0.902790520892984	1.54045556867354	1.75135482251486	1.46944329287046	0	2.61407349458927
1.48131397119453	2.37164116869163	2.93398601585104	0.897378526660439	2.20048011694451	2.53416955738217
1.81402630390057	1	3.17236704241054	3.25627510976383	3.56587606782346	1.70239508277232
2.64128478268896	1	1	3.1328925709827	2.31354245142107	1
1.03492828457189	1.03492828457189	3.27166987424413	2.42602885634224	1.03492828457148	2.42602885634189
1.76436572715417	1.90153928806283	3.10273769916208	3.32048724934499	1.91523902233709	2.81346004506167
0.487361426884064	0.384375208234945	0.542379269200859	1.04509294681591	0.505934274148768	1.45895035645745
0.398669038856295	0.407675115323261	0.705196793887111	0.364982521922675	0.359786840309591	0.667400683758195
2.74689844551417	1.10164655354273	1.13967223062712	3.06219678951804	2.32421724793578	1.01555401260232
1	2.16198897534426	2.95622036020838	3.69197578154343	1.40114350545402	2.62717443798835
1.10428893104378	1.60052011372548	2.22415373366217	0.0928829174659069	0.265447882497068	1.59305456190961
2.34935458945156	1.2932383969009	2.43584104176511	2.85176856113572	4.36744470001775	3.56728244828194
0.340012232465832	0.305884614897879	1.98885596226473	1.46163730790752	0.478263994346928	1.87608533544553
1.38291418854028	0.611341458015725	2.79464094447351	2.04031535967528	1.43601506489569	1.00306504868809
1.62612436369794	2.33439770309052	3.84308946969662	2.25373842220257	1.82450020088616	3.90103908465756
0.662143922933284	0.453008087638673	0.963456849086546	0.609551298328185	0.734499191366094	1.55854616264873
0.607504837971899	1.61127854111119	0	1.93737690367989	0.631736743649318	0.880833627960773
