"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"	"VIS"
1.23617951082738	132.244908783959	0.0128	0	0	0	0	0	0	0.25
0.743978635901436	127.038709176034	0	0	0	0	0	0	0	0.25
0.117772265721257	123.806462304601	0	0	0	0	0	0	0	0.25
2.90795814040684	151.238411281236	0.3753	0.0315	0	0	1	0	0.333333333333333	0.25
2.29015940185726	130.876269943103	0.0553	0.0201	0	0	1	0	0.333333333333333	0.25
1.98513311396037	72.7584657611592	0.4452	0.0255	1	0	1	1	0.666666666666667	0.25
0.464339379785022	80.8381565095994	0.0302	0.0105	0	0	0	0	0	0.25
1.29626787062367	95.1235435541851	0.1219	0.0269	0	0	1	0	0.333333333333333	0.25
1.40265109136158	128.783245537839	0.0726	0.0199	0	0	0	0	0	0.25
1.15146001570272	119.447860616183	0.025	0	0	0	0	0	0	0.25
2.15690259143307	134.458073650689	0	0	0	0	0	0	0	0.25
0.419647630056913	112.705504904091	1e-04	0	0	0	0	0	0	0.25
0.487459796830151	99.1236382487144	0.0707	0.0176	0	0	0	0	0	0.25
2.66013762591247	119.528930888095	0.4029	0.0266	0	0	1	0	0.333333333333333	0.25
1.99182251564648	139.520482784297	0.049	0	0	0	1	0	0.333333333333333	0.25
1.01545453993594	122.955584866492	0	0	0	0	1	0	0.333333333333333	0.25
1.17447207777094	114.980638897393	0.1358	0.0294	0	0	0	0	0	0.25
1.91982668636984	137.018262874811	0.0482	0	0	0	1	0	0.333333333333333	0.25
1.69900085636222	167.607176977545	0	0	0	0	0	0	0	0.25
1.11598363355475	157.263716807902	0	0	0	0	1	0	0.333333333333333	0.25
1.34488552897254	73.0530675947227	0.6599	0	0	0	0	1	0.333333333333333	0.25
0.279040252831939	97.7226019531565	0.0279	0.0203	0	0	0	1	0.333333333333333	0.25
2.8498367035933	141.456959760258	0.6347	0	0	0	1	0	0.333333333333333	0.25
2.4436581172113	94.5858287575883	0.319	0.1048	0	0	1	1	0.666666666666667	0.25
1.66364071645346	68.6615902902305	0.3263	0.1264	0	0	1	0	0.333333333333333	0.25
0.533425512610791	81.1470719946635	0.0544	0.0388	0	0	0	0	0	0.25
