"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"
0.0327385197600486	0.107223871922649	1e-06	0.0966465101379266	0.11492472308197	0.16972029010707
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.096844471866388	0.106177415963901	0.0287822951998588	0.0445502169787486	0.0102569750757569	0.0191001700172969
0.0578570190942806	0.0725644013840947	0.055555384212129	0.105904435763544	0.0272202163252987	0.049445516053356
0.110327187628204	0.0267659208902635	0.314395575924124	1e-06	1e-06	1e-06
0.0291335368165138	0.0639099069475708	0.0780386443810271	0.0141132843301272	0.0141972575445149	0.0421398071942866
0.275978916999434	0.0286806515808703	1.63432790424981	0.256608678966993	1.63432790424981	0.0315804502291235
0.0441549101604502	0.0406582907414951	0.00162742089319515	0.0452121830355729	0.00119252668512506	0.022721596821198
0.0114502787111829	0.0902347429656839	0.0145432158159313	0.0405261991948983	1e-06	0.0108759427478995
0.019241369783158	0.0362584870670823	0.00681838915391935	0.0806849655823708	1e-06	1e-06
0.0435166104579804	1e-06	0.0635575043231017	1e-06	1e-06	1e-06
0.0335385306126485	0.000151643287356821	0.178520012869063	0.000757840433440252	0.25504328586033	0.041621552522475
1e-06	1e-06	0.0423015045991254	0.0404464352035203	0.0543289436978063	1e-06
1e-06	1e-06	0.0865590417834149	0.015835506994595	1e-06	1e-06
1e-06	1e-06	1e-06	0.0393393748218051	1e-06	1e-06
0.223828289798322	0.00852891160071311	1e-06	0.0433800837404885	0.484420888649375	0.00676806438341352
0.025117967539802	0.025117967539802	0.0555439804069668	0.0251179675399842	0.0251179675399842	0.0251179675399842
1e-06	1e-06	0.0659460313959172	1e-06	0.0678446733237881	0.0678446733237881
0.0436257581415292	1e-06	0.0432374416791195	0.0685858500357682	0.0677664208571399	0.007533099923355
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.180693205833048	0.0217359059844964	0.162083777088548	0.280696877387087	0.0700976514915028	1e-06
0.0103399770105643	0.0130518062401441	0.161798187842813	0.0104186884555938	0.00858826540183372	0.020813908465377
0.0163792906493797	0.00601267863169139	1e-06	0.0389066033980739	0.00667346733969404	0.007661884564869
0.0155293136056677	1e-06	1e-06	1e-06	0.0247930154242234	1e-06
0.137142805169123	0.0309676367405233	0.160959297980304	0.0938170514368869	0.34836057920554	0.0324230545223138
1e-06	0.608965430162394	0.549659079186857	0.036596127668166	0.190124335745007	0.243618524444756
0.0189032488355089	0.0143302692817893	0.0246346421688829	0.0584149977541422	0.019349433013423	1e-06
1e-06	0.160101515816617	0.00389412389266568	0.0950570395488641	0.00389412389266745	1e-06
0.0834775640957642	0.111682503522606	0.44105567169524	1e-06	0.44105567169524	0.0792236121942023
0.0310901887686844	0.196407465040894	1e-06	0.0263402017892712	0.25153550239506	1e-06
3.73103559458777	0.108681759571425	4.04780665143619	1e-06	0.518488550720055	0.376459543453678
