"ACHMIL"	"ARRELA"	"BROERE"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESRUB"	"GALVER"	"LEUVUL"	"ONOREP"	"PICECH"	"PLALAN"	"POAANG"	"RANACR"	"RUMACE"	"SALPRA"	"TAROFF"	"TRIPRA"
0.293902483159725	0.0206833695968844	0.000280884494233589	0.0141070637803542	0.189525957223628	-0.553964485281036	-0.252955723251711	-0.00704511713185077	0.0128459879671005	-0.00825511262705101	0.00754805397032236	0.0377914488069426	-0.157952064042204	0.00516139053665562	0.10569552080084	-0.169574573622354	-0.377860319407827	-0.0778726572416912	-2e-15	-0.386890368422581	-0.188058584102654	-0.102745275377873
0.0143591175811523	-0.127920988368685	0.0353360359605915	0.0253518279842597	-0.119772309245805	0.0466537367548562	0.00417701032054123	0.0150677335759397	0.021092806299242	0.0419981906936027	0.0184265155162047	0.0382174493982727	0.085946061736923	-0.0350162245300525	0.0647291674923942	0.0340721501993441	-0.00720258648168683	-0.114792873621035	0.025860683641176	-0.00867140776332135	-0.00699945724411437	-0.116391876994458
0.0912603557776983	0.000657172475011732	-0.175052805628717	0.110821522988193	0.0928701629858381	-0.0407970630922582	0.0664105171674111	0.00972642389807925	0.0302553830603833	-0.00183726032336573	-0.00462991096175922	0.0576590774085975	-0.0156082495254763	0.00809337802602957	-0.013397942383582	0.0761742211704621	0.133337593813867	-0.0793908465835264	0.252562928847891	-0.00987421489954834	-0.126757661013613	-0.0767214106639986
-0.0670106788975562	-0.00761341245781972	0.138607927433541	-0.0518100900806455	-0.0918175919209136	0.0973602552433991	0.00251364359606989	-3e-15	-0.00987132738240909	-0.0291279633169924	-0.0001370997711334	0.053888319828681	0.0554634310394653	-0.362940535933013	-0.234902357987828	0.0999734005629303	0.00829048312585146	0.000375346493112962	-0.0537438831012562	-0.247731090513729	-1e-15	0.0310938139920539
-0.0545165347237591	0.00111297919841786	0.0271986687113046	-0.00412653926876807	0.0300777519966549	-0.0146547956388894	0.0021436997924989	0.00605087204778007	0.0278070115401447	-0.0393855954521263	-0.0573680469639194	0.0418178267925815	0.0840913243552305	-0.0137413847938827	-0.0214718954025456	0.00368849683582784	0.0235635141880255	-0.05550700979908	0.0696387523663533	-0.0901351067360707	-0.0114020698150615	-0.025173892497517
-2e-15	-0.0279321985071508	0.0072926194612318	0.183931435056206	-3e-15	0.130428743147143	-0.0622024997080844	0.0272425115665025	-0.00389259058656977	-0.0741947299394819	0.0838346426286854	0.00175600652552234	-0.0594190779101068	-0.0135468283674992	-0.0193982472582436	0.0120332474147776	0.154709007660464	-0.101751671100595	-0.0283410803229769	0.0238900578330316	-0.102885057260943	-0.12001165691912
0.128483327507932	-0.0378554084573263	0.0328638055917538	0.0133186437884685	-0.0115066897231134	0.128838276399434	0.0156963191463326	0.0193111002881212	0.0252454721962685	0.0221146585534272	0.0363279490646742	0.0159467940530884	-0.0658204399517675	-0.0767003519693183	0.0194028257386458	0.00605897056259445	-0.039802062483074	-0.0510376775640593	0.0954154426424812	0.00436772948994119	0.223839108337516	-0.0514371051874844
0.0442024693427759	-0.00354665770598846	0.0447790360859992	0.0763376387308186	-0.0559877282439517	0.0203946288849818	0.0453901545053771	0.00921640573293887	0.114611585626048	-0.105420844571663	0.304155303093734	-0.0436207798944729	-0.0825483650593783	0.104580907177341	-0.0278839235910741	0.0120567293382818	-0.267858027898742	-0.380293068518449	-0.355717477110787	-0.106792960902058	0.189846634196333	0.0489255575259635
0.244452462924553	0.0280651886765204	0.0353929867080362	-0.206829587110025	0.104891289018553	-0.146335603328948	-0.0386161824817212	-0.000897589951430381	0.339160451414205	0.0160809188733665	0.0942994421640826	0.0213633430330037	-0.116751261531107	-0.0144843189137123	-0.0158882217497278	0.0101338473613757	0.112616307962895	-0.191152888849962	-0.141061542163116	-0.0684751394175865	-0.134047542287445	-0.00359378437380314
0.0282014683902201	-0.0462087067265281	0.0103445295365458	0.0993259609484822	0.191034894460947	-0.0229334544076814	-0.0152740394050935	0.056332381184812	0.688266850713634	0.241535911969571	0.190705202365986	0.003125452332759	-0.0396845109301341	0.133437715451814	-0.219485662160023	0.0243596288703764	-0.153701434208992	0.0123171049758289	0.65405239175375	-0.0955193999232789	0.154690543955537	0.127110002213407
-0.191969628991764	-0.0367415258389145	-0.0182906491075614	0.0122935393204986	-3e-15	0.386093799615004	0.056672454850406	-0.00208515217648026	0.37920071783351	-0.0751493083713727	0.243170778052164	-0.0933567024719087	-0.135670930576348	-0.131539102159522	-0.0551410810145257	0.100976533934359	-0.0612915912724242	-0.121146337242974	-0.0975684002032664	0.0141535279860408	0.304809504870579	-0.146916372500678
0.128628185015855	0.00935855085054718	0.0382260717848191	0.0398991223533275	-0.0553443180275049	-0.0556881091685159	-0.00132451302036715	-0.00422045034174219	-0.00865539298416052	-0.0327484904686251	-0.259559402014551	-0.119787045971279	-0.032908648173562	-0.0667000431734183	-0.0340057413559202	0.0369262144257383	0.0161459093478151	0.02095097726893	0.249592328665255	0.0577487318975774	-0.035866871154057	-0.0678063705931469
-0.342069796448343	-0.0102809259775647	-0.0119365760972723	0.0276104121617129	0.0299277081161991	-0.161236781242453	-0.0435140605068654	5.74797280149121e-05	0.0483631687232925	-0.178381838723491	-0.0667709479055163	-0.00259332809138235	-0.0039500175810505	0.134793611291847	-3e-15	-0.0589516674012849	0.0554818069575445	-0.150743566599664	-0.0635308003215132	-0.0751962432933676	-0.11888472518906	-0.0174741065745304
