"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"
1.24931611540813	131.426470884197	0.0154	0	0	0	0	0	0
0.732119336080417	131.613880470701	0	0	0	0	0	0	0
0.130086754634915	122.891596352088	0	0	0	0	0	0	0
2.76990425398522	149.282123549125	0.324	0.0308	0	0	1	0	0.333333333333333
2.2668390649367	130.890393180501	0.0571	0.0178	0	0	1	0	0.333333333333333
2.01060006615595	68.8050980744878	0.5313	0.0286	1	0	1	1	0.666666666666667
0.43417429270062	80.4456910020617	0.0181	0.0092	0	0	0	0	0
1.17994783823017	89.195783609188	0.1044	0.0259	0	0	1	0	0.333333333333333
1.43175670165163	127.738453988255	0.0853	0.0212	0	0	0	0	0
1.15640071851488	120.061927764277	0.03	0	0	0	0	0	0
2.03196713653045	135.593875751225	0	0	0	0	0	0	0
0.421369811323161	110.11872858162	2e-04	0	0	0	0	0	0
0.287910763729179	96.2213374147988	0.0541	0.0139	0	0	0	0	0
2.50279763711476	116.437732199915	0.3519	0.0298	0	0	1	0	0.333333333333333
1.99015063908341	137.897832721562	0.0506	0	0	0	1	0	0.333333333333333
1.00422155893608	123.995746760773	0	0	0	0	1	0	0.333333333333333
1.17725951638492	114.391768876235	0.1421	0.0255	0	0	0	0	0
1.91457207346234	135.757924932606	0.0435	0	0	0	1	0	0.333333333333333
1.70620379000039	166.8489989146	0	0	0	0	0	0	0
1.08870194373849	157.059610318558	0	0	0	0	1	0	0.333333333333333
1.28885385422957	76.2413490875182	0.594	0	0	0	0	1	0.333333333333333
0.315540702682565	96.3896110250751	0.0323	0.0185	0	0	0	1	0.333333333333333
2.7946533946604	139.267614237362	0.6205	0	0	0	1	0	0.333333333333333
2.46586490348866	95.504236113508	0.3283	0.1093	0	0	1	1	0.666666666666667
1.81913589267597	55.0183090692248	0.4141	0.1503	1	0	1	0	0.333333333333333
0.515852972307091	81.8132519482558	0.0566	0.0324	0	0	0	0	0
1.08344043040163	85.3298176145601	0.1754	0	0	0	1	0	0.333333333333333
1.67880069841627	127.805924308223	0.1612	0	0	0	0	0	0
1.61585796803324	107.814421220293	0.0989	0	0	0	0	0	0
1.50062470327172	146.269187679253	0	0	0	0	0	0	0
0.343366733350403	82.4052991536671	0.0267	0.0314	0	0	0	0	0
0.172695531084344	95.5335426482501	0.0201	0	0	0	0	0	0
2.82701583322159	87.8884433307007	0.5751	0.1683	1	0	1	0	0.333333333333333
2.93331163479739	112.887396147126	0.4275	0.1368	0	0	1	1	0.666666666666667
1.438143130939	118.445198391626	0.0585	0	0	0	1	0	0.333333333333333
2.0729929961421	79.2796300262598	0.6499	0.1721	0	0	0	0	0
2.25187606754101	128.021571211546	0.3411	0	0	0	1	0	0.333333333333333
0.343325262929699	171.60295079587	0	0	0	0	0	0	0
1.73629529688804	149.447783227333	0.0086	0	0	0	1	0	0.333333333333333
0.113619936023526	125.912784076125	0	0	0	0	0	0	0
0.042629005193138	84.8221627891744	0	0	0	0	1	0	0.333333333333333
0.95826777182829	119.177072073064	0	0	0	0	1	0	0.333333333333333
0.287138349015532	74.3466210497412	0	0	0	0	1	0	0.333333333333333
0.982194340131087	94.3762112688829	0	0	0	0	0	0	0
0.16908717345047	77.6474040669176	0	0	0	0	1	0	0.333333333333333
0.820536088368831	128.531114293684	0	0	0	0	0	0	0
0.775441623333146	109.426383337963	0	0	0	0	0	0	0
2.50508027765097	166.257944159361	0	0	0	0	0	1	0.333333333333333
0.235819044425333	100.068722288537	0	0	0	0	0	0	0
0.16675096077015	118.913133777859	0	0	0	0	0	0	0
3.10598550820208	135.812956858676	0.3744	0	0	0	1	1	0.666666666666667
0.57935736862577	119.778029796734	0	0	0	0	1	0	0.333333333333333
1.8853414825067	132.616458293443	0	0	0	0	1	0	0.333333333333333
0.232407127265915	120.067224595411	0	0	0	0	0	0	0
0.31805127815277	118.051773961372	0	0	0	0	1	0	0.333333333333333
0.832578517411538	122.473568598216	0	0	0	0	0	0	0
1.12533124086121	131.196118488148	0.0019	0	0	0	1	0	0.333333333333333
1.59260542173679	83.2210902016872	0.3132	0.1005	0	0	1	1	0.666666666666667
2.40413618679311	70.5157024878023	0.981	0.0121	1	0	1	1	0.666666666666667
0.648757740923791	63.6690788904154	0.498	0.0022	0	0	1	0	0.333333333333333
