"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"	"replicate"
1.23760716695681	133.482632080797	0.0111	0	0	0	0	0	0	1
0.667973628625548	118.728202348365	0	0	0	0	0	0	0	1
0.101743816506346	126.175239643585	0	0	0	0	0	0	0	1
2.64342249239873	147.647463588396	0.2757	0.0222	0	0	1	0	0.333333333333333	1
2.21006882184526	129.297872746647	0.0459	0.0135	0	0	1	0	0.333333333333333	1
1.93915152350426	77.144037614869	0.6739	0.0236	1	0	1	1	0.666666666666667	1
0.520412061852274	84.7535209212868	0.0242	0.0108	0	0	0	0	0	1
1.56744890899274	113.264023605404	0.1782	0.0201	0	0	0	0	0	1
1.3676392287893	132.251330309186	0.0608	0.0154	0	0	0	0	0	1
1.10005682266406	124.532766015664	0.0169	0	0	0	0	0	0	1
2.05710913909557	135.988921344297	0	0	0	0	0	0	0	1
0.429138429120551	109.230711887719	4e-04	0	0	0	0	0	0	1
0.538117088207547	101.483178422935	0.0897	0.0143	0	0	0	0	0	1
3.06066666954291	125.547389118372	0.5527	0.023	1	0	1	1	0.666666666666667	1
1.97341525076854	142.530039350058	0.0283	0	0	0	1	0	0.333333333333333	1
0.941145279713331	123.969694432457	0	0	0	0	1	0	0.333333333333333	1
1.17022459494994	118.456453702805	0.1274	0.0224	0	0	0	0	0	1
2.02076696435676	149.845410233314	0.0503	0	0	0	1	0	0.333333333333333	1
1.75884754467802	171.293736282136	0	0	0	0	1	0	0.333333333333333	1
1.18685709540749	156.525361306027	0	0	0	0	0	0	0	1
1.34872513009655	69.2824822507077	0.7132	0	0	0	0	1	0.333333333333333	1
0.231147528148798	99.5892015852902	0.0261	0.0191	0	0	0	1	0.333333333333333	1
2.863209908454	138.987669834068	0.6368	0	0	0	1	0	0.333333333333333	1
2.45758065715501	93.6320771028631	0.3314	0.1063	0	0	1	1	0.666666666666667	1
1.76002164418253	61.4259607806925	0.4502	0.1501	0	0	1	0	0.333333333333333	1
0.565859675649451	83.3903958777849	0.0643	0.0354	0	0	0	0	0	1
1.40875716698647	97.4282897237829	0.1868	0.0116	0	0	0	0	0	1
1.59759461092192	128.424506539962	0.1727	0	0	0	0	0	0	1
1.54174978739843	110.768061706	0.0753	0	0	0	0	0	0	1
1.5820587308185	145.23983739288	0	0	0	0	0	0	0	1
0.394401238739018	85.0496790626926	0.0572	0.0297	0	0	0	0	0	1
0.407298818899867	99.7104467423255	0.0478	0	0	0	0	0	0	1
3.16283675785203	94.5416832119268	0.65	0.1709	1	0	1	1	0.666666666666667	1
3.00242645606126	117.789245789603	0.4625	0.132	0	0	1	1	0.666666666666667	1
1.33243393857213	118.40710593702	0.0459	0	0	0	1	0	0.333333333333333	1
2.08642572793515	81.742956207065	0.6713	0.1648	0	0	0	0	0	1
2.89391920480828	144.260928600261	0.5887	0	0	0	1	0	0.333333333333333	1
0.18476140548766	167.56855776079	0	0	0	0	1	0	0.333333333333333	1
1.61175873631229	151.802283200717	0.0013	0	0	0	0	0	0	1
0.0479599028414157	121.507908243367	0	0	0	0	0	0	0	1
0.121484896238951	75.8390926689883	0	0	0	0	1	0	0.333333333333333	1
1.86310423672016	128.156094708584	0	0	0	0	1	0	0.333333333333333	1
0.212884526620102	71.7362051489007	0	0	0	0	1	0	0.333333333333333	1
0.888164466866881	89.8250058869818	0	0	0	0	0	0	0	1
0.105432950650614	81.2791489469419	0	0	0	0	0	0	0	1
0.206597184756791	102.046121143144	0	0	0	0	0	0	0	1
0.533079187707664	107.391674705034	0	0	0	0	0	0	0	1
3.44575476454308	162.475027268611	0	0	0	0	0	1	0.333333333333333	1
0.244558537639871	101.089469238584	0	0	0	0	0	0	0	1
