"ACHMIL"	"ANTODO"	"ARRELA"	"BROERE"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALVER"	"GERROT"	"LEUVUL"	"LOLPER"	"LOTCOR"	"ONOREP"	"PICECH"	"PICHIE"	"PLALAN"	"POAANG"	"POAPRA"	"RANACR"	"RUMACE"	"SALPRA"	"SONCHU"	"TAROFF"	"TRIPRA"	"VERBOF"
1e-06	1e-06	0.044017304238717	0.146462752793008	0.767177567101561	0.173218952849341	1e-06	1e-06	0.0103630493243615	1e-06	0.179684366624595	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0152958613706091	1e-06	0.49603722666941	0.00909862792854518	1e-06	1e-06	1e-06	1e-06
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
0.0162788156697101	1e-06	1e-06	0.00698399505389678	0.00151599991456971	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.00674087537321399	1e-06	0.00646660256404068	1e-06	0.010085545768417	1e-06	0.0380502200834966	1e-06	0.140039330959654	1e-06	0.00191853280751402	1e-06	0.00586954374326338	0.0166505020902861	1e-06	0.00273875774954104	1e-06	1e-06	1e-06	1e-06
0.0295034088744355	0.118674489044001	0.0111132641967387	1e-06	0.0284912776707925	1e-06	0.0643846441782953	0.0184335809977813	0.00645105855085771	0.00368283764523712	1e-06	0.0266862540447563	1e-06	0.00782239676324463	1e-06	1e-06	0.000358119925021208	1e-06	1e-06	0.00245456950841675	0.0265036266657571	0.0328162486318086	0.0361404651886891	0.109060557900918	0.0632283875962464	0.252512659297534	1e-06	1e-06	0.205649160745997	1e-06	1e-06
1e-06	1e-06	1e-06	0.0203267547158299	0.00855475506505254	1e-06	0.238134659155721	1e-06	1e-06	0.0367761401203373	1e-06	1e-06	0.0398847149512062	0.031127687972047	1e-06	1e-06	1e-06	0.109921313275868	1e-06	1e-06	1e-06	0.0141366433755951	1e-06	0.2933135502934	1e-06	1e-06	1e-06	1e-06	0.2112666611164	1e-06	1e-06
1e-06	1e-06	1e-06	0.0146208975820555	0.0104394522104379	1e-06	0.672583816806175	1e-06	8.62890404447824e-05	0.00418648909103445	1e-06	0.00666751386414904	0.0053893395920803	1e-06	1e-06	0.0279017324479316	0.0152703667188548	1e-06	1e-06	0.068919868035221	0.0100267440376281	1e-06	1e-06	0.0119605501348207	0.10218340296748	0.00205150157429599	1e-06	1e-06	1e-06	0.044083903671572	1e-06
1.00833651181048	0.000299546965448884	0.062924126968382	1e-06	0.157348968802271	0.250979494678506	2.27469957588311	0.0976342777689788	1e-06	0.000158415752088309	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.509421232284393	1e-06	1.30691577566199e-05	1e-06	0.000211972445515349	1e-06	1.22428758765967	0.000813121726885135	1e-06	1e-06	0.739451787982295	1e-06	0.000134338357570503
0.0289090861747233	1e-06	1e-06	0.00578991334457235	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.00203126475037247	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0660254341342631	0.000129773520516616	1e-06	1e-06	1.44120823935243e-05	1e-06	1e-06	0.00557111537674702	0.0115338201503412	0.0307141993829108	1e-06	1e-06
1e-06	0.0178741025956411	0.00853591685502621	0.0172113085080738	1e-06	0.0122917750606891	0.0956385946284454	1e-06	1e-06	0.0141481703126353	1e-06	0.000607266617865146	1e-06	1e-06	0.265472086906581	1e-06	1e-06	0.0716679121690017	0.0277186614983533	0.143343252492191	0.0434228468250753	0.00142755169897263	1e-06	0.0958649378867058	1e-06	0.0784311643879405	0.00367835298336103	0.0594747921176679	0.0500192799323715	0.0236325015826342	1e-06
0.0593370444645049	1e-06	1e-06	0.011902118891303	0.00359567546638121	0.0257275329059471	1e-06	1e-06	0.0128586510012442	0.00295156316505744	1e-06	0.00163088047998021	0.0086586504474959	1e-06	0.0019805328927337	1e-06	1e-06	0.0274942163409338	1e-06	1e-06	0.00830985946330792	1e-06	0.0172481967341939	0.0681745780002373	0.204392092559472	1e-06	0.0169755818449304	0.0311171804014298	0.0477753268314846	0.00172730510610672	0.100796735567281
