"x"
"ACHMIL"	24.2831322036752
"ARRELA"	42.9795208236615
"BROERE"	53.8488574976936
"CENJAC"	17.0013030824962
"CONARV"	15.7926041328886
"CREPIS"	53.927630306309
"DACGLO"	56.0740003450944
"DAUCAR"	16.4586899476696
"ELYREP"	29.7670656553004
"ERYNGE"	12.3376268822912
"FESARU"	435155.089350873
"FESRUB"	18.5016315724151
"GALVER"	30.1161482051472
"GERROT"	10.8381247534415
"LEUVUL"	19.921434008506
"LOLPER"	18.682047653227
"LOTCOR"	46.1775857058519
"MEDARA"	12.4445895423482
"ONOREP"	16.7473859626344
"PICECH"	19.5366774328051
"PICHIE"	18.3591365104904
"PLALAN"	22.6861307310049
"POAANG"	18.0845832067637
"POAPRA"	23.4439756891935
"POATRI"	10.6084940698067
"RANACR"	8.51135933438939
"RUMACE"	10.316779275042
"SALPRA"	10.5453483228156
"SONCHU"	9.60781749071282
"TAROFF"	48.9387164340073
"TRIPRA"	21.3386354270392
"VERBOF"	9.82120077988892
