"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"	"replicate"
1.27372860370034	131.194512891393	0.02	0	0	0	0	0	0	1
0.542375096908766	111.49887731454	0	0	0	0	0	0	0	1
0.120965873515738	123.35833627877	0	0	0	0	0	0	0	1
3.07418448356647	149.929341618434	0.4533	0.0465	0	0	1	0	0.333333333333333	1
2.54148883218103	133.980549297966	0.1247	0.0286	0	0	1	0	0.333333333333333	1
2.23439376986932	76.1634076913051	0.5296	0.0437	1	0	1	1	0.666666666666667	1
0.511515098653602	77.1686835748637	0.0552	0.0165	0	0	0	0	0	1
1.60576608229825	110.505050281501	0.1795	0.0367	0	0	0	0	0	1
1.43502624243864	128.197893464877	0.0877	0.0269	0	0	0	0	0	1
1.15690905611989	117.780178749213	0.032	0	0	0	0	0	0	1
2.37017462504336	138.899278000987	0	0	0	0	0	0	0	1
0.475987925798196	115.373859845848	1e-04	0	0	0	0	0	0	1
0.220083406717159	103.864703095458	0.0226	0.0083	0	0	0	0	0	1
2.70872349370823	118.995584188569	0.4331	0.0436	0	0	1	0	0.333333333333333	1
2.10031023173366	139.969847365756	0.0981	0	0	0	1	0	0.333333333333333	1
1.05042898484953	121.779276525289	0	0	0	0	1	0	0.333333333333333	1
1.1915260012493	113.261763502464	0.1573	0.0364	0	0	0	0	0	1
2.16787596155682	144.278843640411	0.1201	0	0	0	1	0	0.333333333333333	1
1.76153531869025	164.844603308905	0	0	0	0	0	0	0	1
1.21692589027131	152.050454812922	0	0	0	0	1	0	0.333333333333333	1
1.3635258939081	67.9004538604974	0.7002	0	0	0	0	1	0.333333333333333	1
0.282994662956941	98.1095206392486	0.0251	0.016	0	0	0	1	0.333333333333333	1
2.84751605887374	142.409301411147	0.6188	0	0	0	1	0	0.333333333333333	1
2.62745531821584	95.940129279508	0.3795	0.1191	0	0	1	1	0.666666666666667	1
1.75018787237356	76.0246052325583	0.3468	0.1085	0	0	1	0	0.333333333333333	1
0.590356040820517	80.3022200094573	0.0608	0.0509	0	0	0	0	0	1
1.3316929552685	90.2359991099999	0.2064	0.0081	0	0	0	0	0	1
1.65925310375314	129.002740724809	0.1582	0	0	0	0	0	0	1
1.60169719478396	104.903354089831	0.0956	0	0	0	0	0	0	1
1.68116207840474	150.387344213553	0	0	0	0	0	0	0	1
0.378268484064538	86.1107703368189	0.046	0.0317	0	0	0	0	0	1
0.141720573521188	100.243349189331	0.0134	0	0	0	0	0	0	1
2.96234344016502	89.7199932033415	0.5897	0.1705	1	0	1	1	0.666666666666667	1
3.06038046276137	114.260126062881	0.4803	0.1445	0	0	1	1	0.666666666666667	1
1.42849315958807	115.298080777674	0.0945	0	0	0	1	0	0.333333333333333	1
2.06853036084979	79.5766362132609	0.6423	0.1744	0	0	0	0	0	1
2.64473947758357	136.068848457429	0.4931	0	0	0	1	0	0.333333333333333	1
0.509272110461415	172.193637734173	0	0	0	0	0	0	0	1
1.6528370427351	145.159567745904	0.009	0	0	0	1	0	0.333333333333333	1
0.0492206003409679	117.906553793815	0	0	0	0	0	0	0	1
0.462962815292176	81.6828329617708	0	0	0	0	1	0	0.333333333333333	1
2.27665351154983	143.906650522691	0	0	0	0	1	1	0.666666666666667	1
0.0540591756125951	71.7842563570007	0	0	0	0	1	0	0.333333333333333	1
0.644996990068223	85.9547394235985	0.0012	0	0	0	0	0	0	1
0.0925093259793026	81.2336290336303	0	0	0	0	0	0	0	1
0.190702592228099	104.19678542154	0	0	0	0	0	0	0	1
0.291363256097549	100.436664149518	0	0	0	0	0	0	0	1
2.86247662632052	143.877571948681	0	0	0	0	0	0	0	1
0.260499860809747	103.642096760037	0	0	0	0	0	0	0	1
0.224611201007504	129.131585769013	0	0	0	0	0	0	0	1
3.89496664681964	123.037389388869	0.4682	0	0	0	1	0	0.333333333333333	1
0.0742226387824691	104.981741154357	0	0	0	0	1	0	0.333333333333333	1
2.39299932592816	120.015549396942	0	0	0	0	1	0	0.333333333333333	1
0.0502350447712406	106.069881960712	0	0	0	0	0	0	0	1
0.791534922754472	114.315958642271	0	0	0	0	1	0	0.333333333333333	1
0.800083910023751	113.045597888964	0	0	0	0	0	0	0	1
0.42577283513466	94.8818469051201	0.0038	0	0	0	1	0	0.333333333333333	1
1.78547811710298	85.6588889442629	0.346	0.0872	0	0	1	1	0.666666666666667	1
2.60607636332131	75.0903229276769	0.9403	0.0569	1	0	1	1	0.666666666666667	1
0.825253087279224	73.0928936517981	0.5731	0.0083	1	0	1	0	0.333333333333333	1
0.107035235714136	48.7472094861115	0.081	4e-04	0	0	0	0	0	1
0.21377497516711	55.6384977872681	-0.0248	0.0184	0	0	0	0	0	1
