"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"
1.23306814143948	131.835269770893	0.0147	0	0	0	0	0	0
0.734517597346115	131.402331624579	0	0	0	0	0	0	0
0.124387814456888	123.000955446052	0	0	0	0	0	0	0
2.99544516073152	152.448171784955	0.41	0.0306	0	0	1	0	0.333333333333333
2.28499409944591	131.938810258503	0.0547	0.0179	0	0	1	0	0.333333333333333
1.95055916812182	72.5838281565484	0.4034	0.025	0	0	1	1	0.666666666666667
0.436497509584011	80.2037305723594	0.0274	0.0116	0	0	0	0	0
1.19891062798578	90.3157340251245	0.106	0.0268	0	0	1	0	0.333333333333333
1.40135762223759	127.203405966639	0.0689	0.0194	0	0	0	0	0
1.16971612280928	118.172713337983	0.027	0	0	0	0	0	0
2.04715726931213	134.817296955681	0	0	0	0	0	0	0
0.422634467898333	114.023048177139	0	0	0	0	0	0	0
0.608853975548025	96.9678909690178	0.1009	0.0219	0	0	0	0	0
2.50740182598504	117.168739865087	0.3498	0.0298	0	0	1	0	0.333333333333333
2.00508981632135	138.974934053844	0.0597	0	0	0	1	0	0.333333333333333
1.03744992121236	122.948713215477	0	0	0	0	1	0	0.333333333333333
1.17020773803737	113.762904054356	0.1506	0.0274	0	0	0	0	0
1.87446370645899	132.691767410396	0.0392	0	0	0	1	0	0.333333333333333
1.73583085419138	165.852735683719	0	0	0	0	0	0	0
1.07886651717662	157.588604903136	0	0	0	0	1	0	0.333333333333333
1.31844416291961	75.2075524926365	0.6232	0	0	0	0	1	0.333333333333333
0.29785586597708	97.0157016571243	0.0281	0.0174	0	0	0	1	0.333333333333333
2.83784038921369	142.183391202659	0.6303	0	0	0	1	0	0.333333333333333
2.41244257767443	94.8141098706275	0.3056	0.1126	0	0	1	1	0.666666666666667
1.62247646286327	69.6516904950622	0.2838	0.1215	0	0	1	0	0.333333333333333
0.507231246540453	80.7040516043565	0.0483	0.0411	0	0	0	0	0
0.939511886473458	81.8266629435096	0.1648	0	0	0	1	0	0.333333333333333
1.6596215834122	126.181607035842	0.1689	0	0	0	0	0	0
1.6129583379813	106.519926136888	0.0959	0	0	0	0	0	0
1.50853092570053	146.481440157766	0	0	0	0	0	0	0
0.323379084856064	83.9074536774767	0.0163	0.0298	0	0	0	0	0
0.431633560425469	93.8247715983679	0.0532	0	0	0	0	0	0
2.82043525068098	88.209517258049	0.5752	0.1621	1	0	1	0	0.333333333333333
2.95715310387958	114.275698540929	0.4328	0.1301	0	0	1	1	0.666666666666667
1.45030663298602	116.138416239327	0.0762	0	0	0	1	0	0.333333333333333
2.06868568931122	79.3684414964283	0.6491	0.1735	0	0	0	0	0
2.12420313333004	124.176410975934	0.2915	0	0	0	1	0	0.333333333333333
0.298616983157317	170.698420983856	0	0	0	0	0	0	0
1.69746863279918	150.986656003524	0.0012	0	0	0	1	0	0.333333333333333
0.120371438152001	122.185165247523	0	0	0	0	0	0	0
0.0366298666318595	85.7368408730768	0	0	0	0	1	0	0.333333333333333
0.978610854529947	119.02802310015	0	0	0	0	1	0	0.333333333333333
0.290162067068619	75.8898872104245	0	0	0	0	1	0	0.333333333333333
0.894926352233093	92.5088420020922	0	0	0	0	0	0	0
0.169855425331378	78.1420268273293	0	0	0	0	1	0	0.333333333333333
0.818696526092622	127.148990336039	0	0	0	0	0	0	0
0.707480157019598	105.196233453286	4e-04	0	0	0	0	0	0
2.72447968140515	171.165093242704	0	0	0	0	0	1	0.333333333333333
0.246391303586717	100.899070948187	0	0	0	0	0	0	0
0.095236081095797	117.451549245254	0	0	0	0	0	0	0
3.65814914377793	147.054954318694	0.3831	0	0	0	1	0	0.333333333333333
0.587226968405978	120.320428006356	0	0	0	0	1	0	0.333333333333333
1.92462633591276	130.759585295123	0	0	0	0	1	0	0.333333333333333
0.233842638664467	119.84977382733	0	0	0	0	0	0	0
0.29133909332336	118.674110126772	0	0	0	0	1	0	0.333333333333333
0.946733649019803	121.306901134996	0	0	0	0	0	0	0
1.43699634900049	129.394095051787	0.1331	0	0	0	1	0	0.333333333333333
1.71616349463506	84.7508123462433	0.3351	0.0942	0	0	1	1	0.666666666666667
2.37273055076564	69.8946771723751	0.9848	0.0086	1	0	1	1	0.666666666666667
0.763624213635525	66.1566580761033	0.5673	0.0014	1	0	1	0	0.333333333333333
0.0884596365541505	49.2273417497674	0.0511	0.0082	0	0	0	0	0
0.169372183837041	52.8537723376211	-0.035	0.0202	0	0	1	0	0.333333333333333
0.354071287748281	93.171276975007	-0.0651	0.0273	0	0	0	1	0.333333333333333
0.0360635050708396	96.9370807046304	0.0015	0	0	0	0	0	0
1.72822626441072	84.3676365412537	0.1746	0	0	0	0	1	0.333333333333333
0.227417369323773	68.8574424478581	0.0031	0	0	0	0	1	0.333333333333333
0.0814465286456627	70.8426572619704	-0.0191	0.0129	0	0	0	0	0
1.5883808977781	80.6655149759	0.5822	0.0515	1	0	1	1	0.666666666666667
1.59962428893138	72.1956388504738	0.6535	0	1	0	1	1	0.666666666666667
0.392457925837684	74.9202753462709	-0.0324	0.0472	0	0	1	0	0.333333333333333
0.043036553119492	67.5752044179467	0.0345	0.0021	0	0	0	1	0.333333333333333
0.333394711906719	80.3306732912658	-0.0561	4e-04	0	0	1	1	0.666666666666667
2.72897174399922	78.1406264735416	0.1153	0	0	0	0	0	0
0.56912595507827	119.523984273584	-0.0776	0.0172	0	0	1	1	0.666666666666667
0.913482016245174	62.2126361463699	-0.2711	0.116	0	1	1	1	1
0.0277413385404478	33.4056482543066	-0.2641	0	0	1	1	0	0.666666666666667
0.359282953007627	27.5255464245115	-0.4251	0.0906	0	1	0	1	0.666666666666667
1.42831974579734	31.6033618343823	-0.2799	0.5416	1	1	1	1	1
1.15183110017292	46.2290480719061	0.5993	0	1	1	0	0	0.333333333333333
3.08461788942595	117.986418781462	0.7536	0	1	1	0	0	0.333333333333333
0.650486845884345	114.030469039508	0	0	0	1	0	0	0.333333333333333
0.50773960218273	45.0797030168297	-0.2456	0.0141	0	1	0	1	0.666666666666667
0.43461130663387	48.0959898482196	0.1792	0.0663	0	1	0	0	0.333333333333333
