"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"	"VIS"
1.16265244064928	120.446003834472	0	0	0	0	1	0	0.333333333333333	0.333333333333333
0.219666788900885	73.5654979908475	0	0	0	0	1	0	0.333333333333333	0.333333333333333
0.955665084783639	90.7609014031454	0	0	0	0	0	0	0	0.333333333333333
0.0984102708353501	78.6149568428284	0	0	0	0	0	0	0	0.333333333333333
0.56813742958873	116.971040183608	0	0	0	0	0	0	0	0.333333333333333
0.555299676808352	103.616049412127	3e-04	0	0	0	0	0	0	0.333333333333333
3.02909821799988	174.535572421149	0	0	0	0	0	1	0.333333333333333	0.333333333333333
0.25297941109925	100.981674562394	0	0	0	0	0	0	0	0.333333333333333
0.0182009696803308	119.249776519455	0	0	0	0	0	0	0	0.333333333333333
3.61549690918241	142.558550911554	0.4398	0	0	0	1	0	0.333333333333333	0.333333333333333
0.511083894609712	114.181780748818	0	0	0	0	1	0	0.333333333333333	0.333333333333333
2.04810625749507	127.85245265019	0	0	0	0	1	0	0.333333333333333	0.333333333333333
0.179971704033951	118.875217975658	0	0	0	0	0	0	0	0.333333333333333
0.504401876597076	116.383328456023	0	0	0	0	1	0	0.333333333333333	0.333333333333333
1.2285002851999	118.770831104772	0	0	0	0	0	0	0	0.333333333333333
1.12214524576088	116.488241518253	0.0784	0	0	0	1	0	0.333333333333333	0.333333333333333
1.59612143257236	85.2780533987764	0.3122	0.0959	0	0	1	1	0.666666666666667	0.333333333333333
2.2876844605643	71.0367104910176	0.9859	0.0038	1	0	1	1	0.666666666666667	0.333333333333333
0.690930849868812	68.4194081539169	0.5185	0.0023	0	0	1	0	0.333333333333333	0.333333333333333
0.0876854791613532	50.3484074117116	0.0571	0.0087	0	0	0	0	0	0.333333333333333
0.16889688313268	54.388412824352	-0.0306	0.0199	0	0	0	0	0	0.333333333333333
0.338623774491166	96.8458755507919	-0.0643	0.0257	0	0	0	1	0.333333333333333	0.333333333333333
0.0276971388994818	99.0828300902007	0.001	0	0	0	0	0	0	0.333333333333333
1.67029596198372	82.5675509879744	0.1952	0	0	0	0	1	0.333333333333333	0.333333333333333
0.172565216458221	67.8530861488406	0.0045	0	0	0	0	1	0.333333333333333	0.333333333333333
0.0558216882882195	74.9093567730167	-0.0131	0.0116	0	0	0	0	0	0.333333333333333
1.97506861661946	85.0045047295907	0.7299	0.0721	1	0	1	1	0.666666666666667	0.333333333333333
1.39309942358002	72.8543872617473	0.5677	0	1	0	1	1	0.666666666666667	0.333333333333333
0.3707467129088	75.8751439702973	-0.032	0.041	0	0	1	0	0.333333333333333	0.333333333333333
0.0488542807757616	70.8487908401284	0.033	0.0035	0	0	0	1	0.333333333333333	0.333333333333333
0.467684208122671	85.088605248836	-0.0541	0.0038	0	0	1	1	0.666666666666667	0.333333333333333
2.63451226513527	81.6881067462534	0.1181	0	0	0	0	0	0	0.333333333333333
0.48158448111586	118.548543593706	-0.0823	0.008	0	0	1	1	0.666666666666667	0.333333333333333
1.00625578470238	62.1848122219462	-0.2908	0.1198	0	1	1	1	1	0.333333333333333
0.121206856940951	35.3839508190614	-0.107	0	0	1	1	0	0.666666666666667	0.333333333333333
0.404631112639791	28.455820019258	-0.4362	0.1094	0	1	0	1	0.666666666666667	0.333333333333333
2.97219262162779	33.0067784132381	0	1	1	1	0	1	0.666666666666667	0.333333333333333
1.43347619663326	54.1947776181614	0.6961	1e-04	1	1	0	0	0.333333333333333	0.333333333333333
3.03342135679131	116.749303520266	0.7423	0	1	1	0	0	0.333333333333333	0.333333333333333
0.650118301753221	109.47467718123	0	0	0	1	0	0	0.333333333333333	0.333333333333333
0.429028742419975	45.5455888571459	-0.2777	0.0202	0	1	0	1	0.666666666666667	0.333333333333333
0.362668399292835	53.5213994334622	0.1782	0.0445	0	1	0	0	0.333333333333333	0.333333333333333
1.01564715875852	63.1752652177171	-0.1476	0.4528	1	1	1	1	1	0.333333333333333
0.487279809420495	46.6147856722569	-0.1087	2e-04	0	1	1	1	1	0.333333333333333
3.50736054281563	48.7310803642794	0.5369	0.4631	1	1	1	1	1	0.333333333333333
2.9457609333379	52.2085658675175	-0.01	0.9379	1	1	0	1	0.666666666666667	0.333333333333333
0.402826547652055	58.5596533420876	-0.2155	0.0542	0	1	1	0	0.666666666666667	0.333333333333333
2.00376891949276	98.1634812103569	0	0	0	1	0	1	0.666666666666667	0.333333333333333
3.15813359494937	124.234919168185	0	0	0	1	1	0	0.666666666666667	0.333333333333333
0.100194801644854	26.6526549957509	-0.2132	0	0	1	1	1	1	0.333333333333333
0.537572565139012	26.2839996157218	-0.2797	0.1456	0	1	0	1	0.666666666666667	0.333333333333333
1.87556045443526	7.79789830154595	-0.0473	0.6868	1	1	0	1	0.666666666666667	0.333333333333333
2.26793073950548	41.924840072581	0.5413	0.0236	1	1	0	0	0.333333333333333	0.333333333333333
2.21467907938599	77.6986730469281	0.3849	0	1	1	0	0	0.333333333333333	0.333333333333333
0.563557186124008	101.068831242102	0	0	0	1	0	0	0.333333333333333	0.333333333333333
1.56629887760279	82.093152254451	0.112	0	0	1	0	0	0.333333333333333	0.333333333333333
1.07582059366492	70.9512574480506	0.0045	0.2281	0	1	0	1	0.666666666666667	0.333333333333333
0.756370378332614	63.2525517275366	-0.4596	0.2373	0	1	1	1	1	0.333333333333333
0.188134443656718	61.5188776538429	-0.0624	0	0	1	1	0	0.666666666666667	0.333333333333333
2.56034967819672	35.2986515399758	0.5833	0.1821	1	1	1	0	0.666666666666667	0.333333333333333
1.52916096324613	17.4321101198894	-0.1705	0.3795	1	1	0	1	0.666666666666667	0.333333333333333
0.741344525613293	61.6326735090593	-0.4108	0.2131	1	1	1	1	1	0.333333333333333
1.35520664920219	59.5714482028406	0	0	0	1	0	1	0.666666666666667	0.333333333333333
3.4803752492004	92.0615404500205	0.7671	0	1	1	1	0	0.666666666666667	0.333333333333333
0.461184363457442	17.8093913112251	-0.1209	0.2163	1	1	0	1	0.666666666666667	0.333333333333333
0.539648515502926	54.5907059587419	0.1478	0.1008	0	1	0	0	0.333333333333333	0.333333333333333
0.918820984447123	10.6141707452877	-0.2172	0.215	1	1	0	1	0.666666666666667	0.333333333333333
1.72189902671968	82.803465447183	0.2156	0	0	1	0	0	0.333333333333333	0.333333333333333
1.711889529221	79.1460384259949	0	0	0	1	0	1	0.666666666666667	0.333333333333333
0.299807758838007	30.4369513564253	0.0427	0.1363	0	1	0	1	0.666666666666667	0.333333333333333
0.164774187592308	66.618817831303	0.1474	0	0	1	0	0	0.333333333333333	0.333333333333333
0.151032633264467	23.7251800964384	-0.1354	0.0401	0	1	1	0	0.666666666666667	0.333333333333333
3.69949610208004	97.7677110184041	0.0494	0	0	1	1	0	0.666666666666667	0.333333333333333
2.85853414124357	127.2142710401	0	0	0	1	1	0	0.666666666666667	0.333333333333333
1.74280297494084	122.430472494691	0	0	0	1	0	0	0.333333333333333	0.333333333333333
3.35206088645908	64.6243305553212	0.9482	0	1	1	1	0	0.666666666666667	0.333333333333333
1.41784923406506	30.2051392270421	0.6081	0	1	1	0	0	0.333333333333333	0.333333333333333
2.19623228383601	56.5261736984718	-0.3085	0.566	1	1	1	1	1	0.333333333333333
0.219894713040436	22.0080850936276	0.1257	0.0836	0	0	0	0	0	0.333333333333333
0.158970130749613	36.9407932605889	0.0303	0.0345	0	0	0	0	0	0.333333333333333
0.454057230165985	61.2151411460283	0.0833	0	0	0	0	0	0	0.333333333333333
2.14829780208387	50.3757615822638	0.015	0	0	0	0	1	0.333333333333333	0.333333333333333
0.30711191283356	30.8353071152071	0.0311	0.1532	0	0	0	1	0.333333333333333	0.333333333333333
0.340879434368464	47.5793558817207	0.2238	0.1096	0	0	0	1	0.333333333333333	0.333333333333333
0.420042205442961	42.2489509712359	-0.4072	0.1025	0	0	1	1	0.666666666666667	0.333333333333333
0.555965970254835	32.9431555125013	0.0791	0.0711	0	0	1	0	0.333333333333333	0.333333333333333
1.16308942778938	28.6986395708942	0.3278	0.499	1	0	1	1	0.666666666666667	0.333333333333333
1.23432356836232	43.782391736694	0.3147	0.5452	0	0	0	1	0.333333333333333	0.333333333333333
0.52298200005848	9.83541277685925	-0.3113	0.16	1	0	1	1	0.666666666666667	0.333333333333333
1.11398602858656	9.78894051451644	0.1059	0	1	0	0	0	0	0.333333333333333
0.752185808390766	28.4121164002395	-0.2124	0.331	1	0	1	1	0.666666666666667	0.333333333333333
0.873178805535465	31.7460535384378	-0.1648	0.4066	0	0	0	1	0.333333333333333	0.333333333333333
0.922729788468938	69.9179165831959	0.1768	0	0	0	0	0	0	0.333333333333333
1.13138976528443	82.7118683935541	0	0	0	0	0	0	0	0.333333333333333
0.0742112564774595	16.3089878504561	0.061	0.01	0	0	0	0	0	0.333333333333333
0.819427942591878	76.4435057350357	0.2129	0.3104	0	0	0	1	0.333333333333333	0.333333333333333
1.23274092463042	22.1684132574408	0.2602	0.4254	1	0	1	1	0.666666666666667	0.333333333333333
3.08379369155685	4.74776373172726	0.089	0.8065	1	0	1	1	0.666666666666667	0.333333333333333
1.03190470162617	34.4643113495277	0.1977	0.603	0	0	1	0	0.333333333333333	0.333333333333333
0.229779519915965	29.3028048073287	-0.0798	0.1192	0	0	0	1	0.333333333333333	0.333333333333333
3.70599863560875	36.7072232238845	0.9796	0	1	0	1	0	0.333333333333333	0.333333333333333
0.152217574222909	22.0893561606802	5e-04	0	0	0	0	1	0.333333333333333	0.333333333333333
1.43996750537579	47.8022270254622	-0.2931	0.5182	1	0	1	1	0.666666666666667	0.333333333333333
0.934712587277046	141.024379720883	0	0	0	0	0	0	0	0.333333333333333
2.12270458609606	162.464823095704	0	0	0	0	0	0	0	0.333333333333333
2.32161192503195	82.795941758365	0.1114	0	0	0	0	0	0	0.333333333333333
0.512874314791043	66.3335947697015	0.0343	0.2557	0	0	0	1	0.333333333333333	0.333333333333333
1.28180418073931	47.3452934551201	0.5221	0	1	0	1	0	0.333333333333333	0.333333333333333
3.78771787799638	121.547691427048	0	0	0	0	1	0	0.333333333333333	0.333333333333333
2.76440870384351	81.1452139904474	0.0225	0.9775	1	0	1	1	0.666666666666667	0.333333333333333
1.92919908786145	81.313893930386	-0.0229	0.9551	0	0	0	1	0.333333333333333	0.333333333333333
1.41644667452498	10.4204636692687	-0.0509	0.0428	1	0	1	0	0.333333333333333	0.333333333333333
0.00368447095270055	92.293230892939	0	0	0	0	0	0	0	0.333333333333333
2.76267742596672	42.9880019858421	0.1538	0.8162	1	0	1	1	0.666666666666667	0.333333333333333
1.55604687811716	169.48889822295	0	0	0	0	0	0	0	0.333333333333333
0.288561404004554	94.3187615233983	0.0052	0	0	0	0	0	0	0.333333333333333
0.290066953950735	86.9288800020076	0.0467	0	0	0	0	0	0	0.333333333333333
2.64806523142571	67.7796413076313	0.5509	0.1814	1	0	1	1	0.666666666666667	0.333333333333333
2.36046342682113	86.4096652229723	0.3632	0.1433	0	0	1	0	0.333333333333333	0.333333333333333
1.43234767170029	80.2818165366469	0.3427	0.0291	0	0	1	0	0.333333333333333	0.333333333333333
1.15655406375617	65.161241144074	0.519	0.209	0	0	0	0	0	0.333333333333333
3.45028228921923	130.356550002904	0.3897	0.1654	0	0	1	0	0.333333333333333	0.333333333333333
3.8537311964247	138.2182133296	0	0	0	0	0	0	0	0.333333333333333
1.55240245671182	122.373342907937	0.1025	0	0	0	1	0	0.333333333333333	0.333333333333333
3.70405913611094	46.200890015691	0.2767	0	1	0	0	0	0	0.333333333333333
0.480253142527216	59.4783123077393	5e-04	0	0	0	0	0	0	0.333333333333333
1.07841311770152	117.844568686762	0	0	0	0	1	0	0.333333333333333	0.333333333333333
0.172103101200273	80.8490661580519	0	0	0	0	1	1	0.666666666666667	0.333333333333333
1.79118897606906	122.5839939513	0	0	0	0	1	0	0.333333333333333	0.333333333333333
0.871066289599819	106.440208047605	0	0	0	0	0	0	0	0.333333333333333
1.46487824226681	133.246822602879	0	0	0	0	1	0	0.333333333333333	0.333333333333333
0.0601566959199923	82.4434661145101	0	0	0	0	0	0	0	0.333333333333333
2.42879795948367	162.591539948668	0	0	0	0	1	0	0.333333333333333	0.333333333333333
0.5194541336788	74.3016536357583	0.0739	0	0	0	0	1	0.333333333333333	0.333333333333333
0.326709506969599	26.5874151023111	-0.0538	0	0	0	1	1	0.666666666666667	0.333333333333333
0.539938552981829	4.34527290228466	-0.0043	0.1692	1	0	1	1	0.666666666666667	0.333333333333333
0.125503507533629	19.983217749506	0.0759	0.0029	1	0	1	1	0.666666666666667	0.333333333333333
0.872032458491394	36.1965079518165	0.2957	0.2008	0	0	0	1	0.333333333333333	0.333333333333333
0.84370853807923	25.4099843866532	0.2255	0	1	0	1	0	0.333333333333333	0.333333333333333
3.40392581709406	19.3872374428182	0.8747	0	0	0	0	0	0	0.333333333333333
0.0772914340244774	16.3597297166746	-0.0018	0	0	0	1	0	0.333333333333333	0.333333333333333
1.78935995553383	56.9963469600825	0.1381	0.3332	0	0	1	1	0.666666666666667	0.333333333333333
1.70283113783018	50.6069629116472	0.2618	0.2987	0	0	1	1	0.666666666666667	0.333333333333333
0.897361120956175	82.709820574691	-0.1605	0.2713	0	0	1	1	0.666666666666667	0.333333333333333
0.614780586497419	88.6136254302805	-0.2028	0.198	0	0	0	1	0.333333333333333	0.333333333333333
1.21960167155542	43.0203164297664	0.7051	0.0271	1	0	1	1	0.666666666666667	0.333333333333333
0.730077606199361	90.5844379268098	0	0	0	0	0	1	0.333333333333333	0.333333333333333
0.116833988152404	54.6596025698232	-0.1307	0	0	0	1	1	0.666666666666667	0.333333333333333
0.85303515284969	66.4073296822573	-0.2105	0.2489	0	1	1	0	0.666666666666667	0.333333333333333
3.00155153636206	26.6197928561444	-0.0879000000000001	0.8371	1	1	1	1	1	0.333333333333333
3.17495161367504	70.4325119821512	0.04	0.9597	1	1	0	1	0.666666666666667	0.333333333333333
0.580848187340811	56.9180037230631	-0.1257	0.047	0	1	1	1	1	0.333333333333333
0.350709240267771	86.9811970919392	0	0	0	1	0	1	0.666666666666667	0.333333333333333
3.07042906190268	51.541115337216	0.114	0.4319	1	1	1	0	0.666666666666667	0.333333333333333
3.64555055620053	93.9397411738567	-0.8085	0	0	1	1	1	1	0.333333333333333
2.58263398389836	55.4420970937765	0.0924	0.8116	1	1	0	1	0.666666666666667	0.333333333333333
0.205076290014315	53.9634665612773	-0.2814	0.065	1	1	1	1	1	0.333333333333333
1.34095576183953	70.0642888855879	0	0	0	1	0	0	0.333333333333333	0.333333333333333
3.33544630907938	62.6411618053237	0.2769	0.566	1	1	1	1	1	0.333333333333333
1.93352657577927	46.2218984871224	0.1034	0.8641	1	1	0	1	0.666666666666667	0.333333333333333
1.50724327355027	27.1599576829057	0.2384	0.0026	0	1	1	1	1	0.333333333333333
3.34634312674026	59.4227011298291	0	0	0	1	0	1	0.666666666666667	0.333333333333333
2.3053734438141	14.5714468846246	0.2947	0.7021	1	1	1	1	1	0.333333333333333
3.73995098543883	150.311368686025	-0.8283	0	0	0	1	1	0.666666666666667	0.333333333333333
3.65880123395232	22.9112284012189	0.9425	0	1	0	0	1	0.333333333333333	0.333333333333333
2.1451543632506	51.5418009858286	0.0759	0.9195	1	0	1	1	0.666666666666667	0.333333333333333
0.820891515607863	35.9684424915864	0	0	0	1	0	0	0.333333333333333	0.333333333333333
2.19016830257915	31.8452313313561	0.515	0.0017	1	1	1	0	0.666666666666667	0.333333333333333
3.9728865765564	31.7715558661632	0.0016	0	0	0	1	1	0.666666666666667	0.333333333333333
3.01015768562989	91.7106469222316	0.7531	0	1	0	0	1	0.333333333333333	0.333333333333333
0.34848351452122	132.554128053937	0	0	0	0	0	1	0.333333333333333	0.333333333333333
1.05771040925184	131.360511799254	0	0	0	0	0	0	0	0.333333333333333
2.91314409169494	117.047180324945	0.3462	0	0	0	0	1	0.333333333333333	0.333333333333333
1.86131973457214	90.0898053435093	0.2079	0	0	0	1	0	0.333333333333333	0.333333333333333
0.964872170417624	104.586046287505	0.01	0	0	0	0	0	0	0.333333333333333
1.38943610776494	112.709572074831	5e-04	0	0	0	0	0	0	0.333333333333333
1.41457147278487	147.781486379075	0	0	0	0	0	0	0	0.333333333333333
2.19338419664371	159.206250908638	0	0	0	0	0	0	0	0.333333333333333
0.326022761882241	133.356729011601	0	0	0	0	0	0	0	0.333333333333333
1.07462441643675	143.502569777105	0	0	0	0	0	0	0	0.333333333333333
0.973337868323139	109.767833340372	0	0	0	0	0	0	0	0.333333333333333
2.51044521446041	95.6111853971013	0.4196	0	0	0	0	1	0.333333333333333	0.333333333333333
2.53457628796744	122.428065918062	0.181	0	0	0	0	1	0.333333333333333	0.333333333333333
0.801223870327497	128.004868828017	0	0	0	0	0	0	0	0.333333333333333
2.52226479950391	126.088310342221	0.2452	0	0	0	0	0	0	0.333333333333333
1.07903927264944	133.832088781434	0	0	0	0	0	0	0	0.333333333333333
0.992061242457849	152.959866524878	0	0	0	0	0	0	0	0.333333333333333
1.15017891345534	151.709491141449	0	0	0	0	0	0	0	0.333333333333333
0.216907567846975	157.31754781916	0	0	0	0	0	0	0	0.333333333333333
0.873449482898263	74.9857692616898	0.1294	0	0	0	0	0	0	0.333333333333333
2.52922746277441	87.3087490384388	0.1738	0	0	0	0	0	0	0.333333333333333
0.457573712291961	70.7494855758586	0	0	0	0	1	0	0.333333333333333	0.333333333333333
3.03377928713035	126.660097545828	0	0	0	0	0	0	0	0.333333333333333
0.253349201010122	85.945289158794	0	0	0	0	0	0	0	0.333333333333333
0.944275759615018	116.834563896663	0	0	0	0	0	0	0	0.333333333333333
3.38573914198643	161.094780414781	0	0	0	0	0	0	0	0.333333333333333
3.15580710898705	74.4627213712728	0.9386	0	1	0	0	1	0.333333333333333	0.333333333333333
0.974850410422683	138.086568339265	0	0	0	0	0	0	0	0.333333333333333
0.0214444975027499	126.644563379287	0	0	0	0	0	0	0	0.333333333333333
3.91363591224759	60.8422368235224	0.2387	0	0	0	0	0	0	0.333333333333333
1.1643398384922	100.475865524919	0.0038	0	0	0	0	0	0	0.333333333333333
1.46016513603141	139.288555658991	0	0	0	0	0	0	0	0.333333333333333
0.341987276358942	117.613282444091	0	0	0	0	0	0	0	0.333333333333333
0.647235706078232	133.982086552293	0	0	0	0	0	0	0	0.333333333333333
2.56532494069854	136.328308973781	0	0	0	0	0	0	0	0.333333333333333
1.44353157325103	117.522374323201	0	0	0	0	0	0	0	0.333333333333333
0.263357429160931	122.359445984222	0	0	0	0	0	1	0.333333333333333	0.333333333333333
0.187424963293425	114.889187596735	0.0089	0	0	0	0	1	0.333333333333333	0.333333333333333
0.908351650970041	112.391162527827	0.1608	0	0	0	1	0	0.333333333333333	0.333333333333333
0.0630347420313015	93.3622966015355	4e-04	0	0	0	0	0	0	0.333333333333333
0.198333681414691	86.0674597616174	0	0	0	0	0	0	0	0.333333333333333
0.218568795907164	143.481411462988	0	0	0	0	0	1	0.333333333333333	0.333333333333333
0.0308215315834332	139.099444275654	0	0	0	0	0	0	0	0.333333333333333
0.385889955193605	114.105242982342	0.0555	0	0	0	0	1	0.333333333333333	0.333333333333333
0.199081614408129	140.167923746766	0	0	0	0	0	1	0.333333333333333	0.333333333333333
0.247143720423817	95.4835839046132	0	0	0	0	0	0	0	0.333333333333333
0.433115668721039	113.77410767544	0.0666	0	0	0	0	1	0.333333333333333	0.333333333333333
0.0348130233554292	118.870201756509	0	0	0	0	0	1	0.333333333333333	0.333333333333333
0.122619152553388	115.894505530833	0	0	0	0	0	0	0	0.333333333333333
0.096861485457228	121.518597064843	8e-04	0	0	0	0	1	0.333333333333333	0.333333333333333
0.196618232198453	142.551268386191	0	0	0	0	0	1	0.333333333333333	0.333333333333333
0.166513174198778	124.692567146571	0	0	0	0	0	0	0	0.333333333333333
0.0444457951745237	154.304874260558	0	0	0	0	0	1	0.333333333333333	0.333333333333333
1.94070158825195	102.561872327787	0.0895	0.069	0	0	0	1	0.333333333333333	0.333333333333333
0.331880389850464	56.4878672217162	0.0261	0.0574	0	0	1	0	0.333333333333333	0.333333333333333
2.35802685736081	93.0460351753144	0.3356	0.0576	0	0	0	1	0.333333333333333	0.333333333333333
2.56618869756514	72.2737179209431	0.3623	0.0952	0	0	0	1	0.333333333333333	0.333333333333333
0.00812714938799725	100.753888067391	2e-04	0	0	0	0	0	0	0.333333333333333
1.20555865645516	108.511158178612	0	0	0	0	0	0	0	0.333333333333333
2.30658196301153	97.5241706743119	0	0	0	0	0	0	0	0.333333333333333
1.52788380249268	126.451701860331	0.01	0	0	0	0	1	0.333333333333333	0.333333333333333
0.542027677551712	71.9530269756623	0.0358	0.0134	0	0	0	0	0	0.333333333333333
1.25745630239398	43.3864196643106	0.2431	0.1729	0	0	0	1	0.333333333333333	0.333333333333333
0.515661119892895	79.9923539587616	0.0533	0	0	0	0	1	0.333333333333333	0.333333333333333
0.641839774369959	88.1391555127939	0.0463	0	0	0	0	1	0.333333333333333	0.333333333333333
1.86196515588078	86.2701736249911	0.2843	0.0884	0	0	0	1	0.333333333333333	0.333333333333333
0.51269094588269	83.4455931448745	0.0528	0	0	0	0	0	0	0.333333333333333
2.85557556960495	118.187063840917	0.4069	0	0	0	0	1	0.333333333333333	0.333333333333333
0.0182474495149802	163.632228965852	0	0	0	0	0	0	0	0.333333333333333
0.396093876323219	45.3349721734844	0.0218	0.0558	0	0	1	1	0.666666666666667	0.333333333333333
2.55560937193193	104.281850621237	0.2442	0.0515	0	0	0	1	0.333333333333333	0.333333333333333
2.29838036685808	67.3857068720798	0.264	0.0902	0	0	0	1	0.333333333333333	0.333333333333333
0.175484829347197	99.3315544232926	0.006	0.0057	0	0	0	0	0	0.333333333333333
1.2684363981929	95.221641635034	0	0	0	0	0	0	0	0.333333333333333
1.84642804658179	116.357978145628	0	0	0	0	0	0	0	0.333333333333333
0.624059109174662	169.41345921492	0	0	0	0	0	0	0	0.333333333333333
3.94283996931128	158.086744670317	0.6661	0.1631	1	0	0	1	0.333333333333333	0.333333333333333
3.06214225405229	55.348803696215	0.5699	0.1999	1	0	0	1	0.333333333333333	0.333333333333333
0.781620517420174	108.635221122835	0.0308	0	0	0	0	0	0	0.333333333333333
0.387065861298958	87.5820320904587	0.0163	0	0	0	0	0	0	0.333333333333333
1.80045842693218	79.4623374717252	0.1193	0.0504	0	0	0	1	0.333333333333333	0.333333333333333
2.39239936834685	131.815991934427	0.1003	0	0	0	0	1	0.333333333333333	0.333333333333333
1.56669552491654	104.424748047439	0.02	0	0	0	0	1	0.333333333333333	0.333333333333333
0.126617975985632	158.144557486876	0	0	0	0	0	0	0	0.333333333333333
1.055534624785	44.6036845796081	0.3481	0.0434	0	1	0	1	0.666666666666667	0.333333333333333
0.802532943175694	74.827631072594	0.0261	0.0182	0	1	0	0	0.333333333333333	0.333333333333333
1.0556813907314	49.7884004812918	0.195	0.0095	1	1	0	1	0.666666666666667	0.333333333333333
1.8009955670018	94.1156761055236	0	0	0	1	0	0	0.333333333333333	0.333333333333333
3.79639549072096	52.8838271049944	0.0058	0	0	1	0	1	0.666666666666667	0.333333333333333
0.653340268287842	70.7278151442027	0.0456	0	0	1	0	1	0.666666666666667	0.333333333333333
0.296720174069779	74.1451187773397	0.0202	0.0102	0	1	0	0	0.333333333333333	0.333333333333333
0.372716945880619	35.3297971942939	0.0329	0.1037	0	1	0	0	0.333333333333333	0.333333333333333
2.0195907396997	154.558621058121	0	0	0	1	0	0	0.333333333333333	0.333333333333333
2.91335265637273	153.539632252305	0	0	0	1	0	0	0.333333333333333	0.333333333333333
2.00082201968919	155.037987283625	0	0	0	1	0	0	0.333333333333333	0.333333333333333
2.99219458496919	166.021770685704	0	0	0	1	0	0	0.333333333333333	0.333333333333333
0.462691388024919	76.265200173101	0.0236	0	0	1	0	0	0.333333333333333	0.333333333333333
2.21601705921098	92.1537682579695	0.1761	0	0	1	0	1	0.666666666666667	0.333333333333333
0.451191617346987	63.2254462109236	0.0265	0.0084	0	0	0	0	0	0.333333333333333
0.234937531658292	85.5992555344148	0.0039	0.009	0	0	0	0	0	0.333333333333333
