"x"
"ACHMIL"	-0.103973378004939
"ARRELA"	19.2177486134899
"BROERE"	24.2493588704565
"CENJAC"	26.2749532668648
"CONARV"	9.4174911142817
"CREPIS"	9.3823032403171
"DACGLO"	14.2626866534152
"DAUCAR"	20.9697685846756
"ELYREP"	13.5944192149432
"ERYNGE"	18.689436995072
"FESRUB"	2.87723789431873
"GALVER"	10.2401465496998
"LEUVUL"	5.4969926835397
"ONOREP"	12.5329556913549
"PICECH"	12.2791875798523
"PLALAN"	14.9943066839953
"POAANG"	8.68036462710479
"RANACR"	11.559294600557
"RUMACE"	2.98426664788844
"SALPRA"	7.78495856645022
"TAROFF"	7.20453389368214
"TRIPRA"	6.76324152912518
