"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"
1.26694411542595	140.682523226781	0.018	0	0	0	0	0	0
0.589139539610816	133.071674136804	0	0	0	0	0	0	0
0.10450059716704	135.809597274564	0	0	0	0	0	0	0
2.96550261777073	109.168484446492	0.4036	0.0284	1	0	1	1	0.666666666666667
2.29121228709817	115.4467210486	0.0629	0.0208	0	0	1	0	0.333333333333333
1.97733161875208	135.539325619248	0.46	0.0292	0	0	0	0	0
0.499441389047071	102.18709112576	0.0426	0.0117	0	0	0	0	0
1.29290435345211	163.212716791759	0.1507	0.0302	0	0	0	0	0
1.39156375333582	121.056945342159	0.0701	0.0209	0	0	0	0	0
1.1920390280336	157.268019905219	0.0319	0	0	0	0	0	0
2.21634413389612	108.532886849581	0	0	0	0	1	0	0.333333333333333
0.367952692038993	153.435844627339	2e-04	0	0	0	0	0	0
0.318208152249084	142.703960279795	0.0326	0.0135	0	0	0	0	0
2.63764704737393	126.569238866324	0.3928	0.0256	0	0	1	0	0.333333333333333
1.9557746462268	124.710974636058	0.0417	0	0	0	1	0	0.333333333333333
0.976202578474223	96.2741814233428	0	0	0	0	0	0	0
1.14400020447399	137.462621461031	0.129	0.0273	0	0	0	0	0
1.98444471008937	135.963255376272	0.0684	0	0	0	1	0	0.333333333333333
0.0967240097197737	147.219592331788	0	0	0	0	0	0	0
1.18264959196447	118.414028978704	0	0	0	0	0	0	0
1.34937889818046	77.3408693316223	0.7384	0	0	0	0	1	0.333333333333333
0.243463946786423	112.098421346314	0.0235	0.0143	0	0	0	1	0.333333333333333
2.94813075729206	113.731250712436	0.6637	0	1	0	1	0	0.333333333333333
2.59713140337989	101.001389749964	0.3548	0.1249	0	0	1	1	0.666666666666667
1.54234758390236	116.533933795513	0.3022	0.1004	0	0	0	0	0
0.540144195733898	102.722243871911	0.0615	0.0503	0	0	0	0	0
1.06085588889104	131.781851712995	0.1987	0.0113	0	0	0	0	0
1.6012408219433	143.727582132196	0.1614	0	0	0	0	0	0
1.64346554431791	117.765864340614	0.1049	0	0	0	0	0	0
1.64564785204351	127.147830969162	0	0	0	0	1	0	0.333333333333333
0.378468407946769	138.186862978535	0.0691	0.0294	0	0	0	0	0
0.225589436916823	120.615143483627	0.0321	0	0	0	0	0	0
2.90944698147624	106.847187229933	0.5779	0.1819	0	0	1	0	0.333333333333333
2.86662188964003	116.955680775133	0.4108	0.1373	0	0	1	0	0.333333333333333
1.40537367012417	102.974846514573	0.0523	0	0	0	0	0	0
1.9674492679456	96.1215329210405	0.6139	0.1826	0	0	0	0	0
2.67686905403906	142.833669262797	0.5453	0	0	0	1	0	0.333333333333333
0.0280115306030019	154.632375200334	0	0	0	0	0	0	0
1.64192295150502	158.576571573008	0.0049	0	0	0	0	0	0
0.0346097296485262	130.216144126261	0	0	0	0	0	0	0
0.225890976163717	47.2611001810531	0	0	0	0	1	0	0.333333333333333
1.43556788092549	134.417202552468	0	0	0	0	1	0	0.333333333333333
0.132824146062171	110.748654742161	0	0	0	0	0	0	0
0.445072119273768	107.960831380475	0.0012	0	0	0	0	0	0
0.0120583589176739	127.312598396806	0	0	0	0	0	0	0
0.156987098710152	149.262945255292	0	0	0	0	0	0	0
0.112833321143164	108.491481248222	0.02	0	0	0	0	1	0.333333333333333
2.73161691396812	162.773239537657	0	0	0	0	1	0	0.333333333333333
0.26304967484265	159.564405226047	0	0	0	0	0	0	0
0.267143510805091	142.306249421082	0	0	0	0	0	0	0
2.06085972659791	122.938720064702	0.4893	0	0	0	1	0	0.333333333333333
0.313152810455615	109.053813422819	0	0	0	0	1	0	0.333333333333333
2.28429117775014	137.849674958423	0	0	0	0	0	0	0
0.0091792069050096	118.585714198777	0	0	0	0	0	0	0
0.817348533275533	119.974016042437	0	0	0	0	1	0	0.333333333333333
1.80074207959718	127.121654889006	0	0	0	0	0	0	0
0.727689926279178	136.562730324851	0.1721	0	0	0	0	0	0
1.59785662739366	94.7128905987707	0.3231	0.087	1	0	1	1	0.666666666666667
1.94067444652474	98.1657326356786	0.8233	0.0031	1	0	1	1	0.666666666666667
0.62183439821182	103.911936790249	0.4703	6e-04	0	0	0	1	0.333333333333333
0.0893105876078083	93.6915898876522	0.0619	0.003	0	0	0	0	0
0.112559221451243	128.718064327671	-0.027	0.0148	0	0	0	0	0
0.319746253667556	118.738354662362	-0.0627	0.0213	0	0	0	0	0
0.0163354841633739	116.848282075345	9e-04	0	0	0	0	0	0
1.98668176599242	92.2731945698642	0.2912	0	1	0	1	0	0.333333333333333
0.0323020115302462	149.057365321334	-0.0063	0	0	0	0	0	0
0.0243259743434761	117.49496187085	-0.0093	0.0035	0	0	0	0	0
1.72229761305848	117.080551652902	0.7615	0.0262	0	0	1	1	0.666666666666667
1.02603312119271	104.447734995579	0.4045	0	0	0	1	0	0.333333333333333
0.360591614315632	81.6302884829808	-0.0312	0.0382	0	0	0	1	0.333333333333333
