"Omega"	"theta"	"differential"	"overlap"	"feasibility"	"coex_1_2"	"coex_1_3"	"coex_2_3"	"coex_rate"
1.24694806437571	151.198133713787	0.016	0	0	0	0	0	0
0.338471255666411	137.020101570466	0	0	0	0	0	0	0
0.0971694607043596	147.095853306667	0	0	0	0	0	0	0
2.58386229069522	118.827834243879	0.2608	0.0235	0	0	1	0	0.333333333333333
2.38859371973993	104.324004547332	0.0936	0.0151	0	0	1	1	0.666666666666667
2.06581305231795	148.183718108649	0.6354	0.0226	0	0	0	0	0
0.571292978366715	89.655427650286	0.0421	0.0092	0	0	0	0	0
1.55790787377989	132.354327107654	0.1799	0.0214	0	0	0	0	0
1.40942604309231	134.611246480422	0.0831	0.0178	0	0	0	0	0
1.11326147580587	158.903466900526	0.0212	0	0	0	0	0	0
2.35473771844356	101.929799661804	0	0	1	0	1	0	0.333333333333333
0.470345909127565	146.514757280087	3e-04	0	0	0	0	0	0
0.444928060418415	175.658021612277	0.0748	0.012	0	0	0	0	0
2.84395256052117	110.662928564225	0.4576	0.022	1	0	1	1	0.666666666666667
1.95257685687292	113.202845049669	0.0276	0	0	0	1	0	0.333333333333333
0.94193029533493	105.17417162006	0	0	0	0	0	0	0
1.1757109452912	143.460625955703	0.1275	0.0212	0	0	0	0	0
2.08354312342886	121.270703042182	0.0662	0	0	0	0	0	0
1.44570980884908	130.021667984887	0	0	0	0	0	0	0
1.20246500085637	138.527569354577	0	0	0	0	0	0	0
1.39907467609727	84.1635542753779	0.8101	0	0	0	0	1	0.333333333333333
0.220143390056766	128.090872465766	0.0237	0.0176	0	0	0	1	0.333333333333333
2.86643047577398	132.159711361111	0.64	0	0	0	1	0	0.333333333333333
2.66833625333448	92.689435758237	0.3893	0.1304	0	0	1	1	0.666666666666667
1.91013900452644	107.999679978856	0.4728	0.1648	0	0	0	0	0
0.618947523748284	94.9149892977965	0.0757	0.0448	0	0	0	0	0
1.30639098783724	108.69619561615	0.2077	0.0121	0	0	0	0	0
1.59721826542871	160.054639885504	0.1537	0	0	0	0	0	0
1.55490909612724	131.190701475623	0.0862	0	0	0	0	0	0
1.7700702971416	119.131765062462	0	0	0	0	1	0	0.333333333333333
0.387617167231459	156.485921272987	0.049	0.0349	0	0	0	0	0
0.331633413272181	142.861652620626	0.0469	0	0	0	0	0	0
3.10802820084664	103.201835054125	0.6324	0.1724	1	0	1	1	0.666666666666667
3.02072161822151	117.931117686392	0.4516	0.1393	0	0	1	0	0.333333333333333
1.33155168616978	112.703292686118	0.0579	0	0	0	0	0	0
2.10656383908448	111.709045053314	0.6611	0.1906	0	0	0	0	0
3.23299632818225	141.915979729544	0.7518	0	0	0	0	0	0
0.125209206419252	144.600280267921	0	0	0	0	0	0	0
1.69088382157811	167.371398064092	0.0129	0	0	0	0	0	0
0.0260633465537782	140.178566395219	0	0	0	0	0	0	0
0.0804929084980765	80.3139009687507	0.0034	0	0	0	1	0	0.333333333333333
1.39988524205615	125.718330337438	0	0	0	0	1	0	0.333333333333333
0.0207775198215558	106.639592853244	0	0	0	0	0	0	0
0.39676384868726	107.217796014205	6e-04	0	0	0	0	0	0
0.176797071394105	94.1459135030801	0	0	0	0	0	0	0
0.059532157127521	142.836305540705	0	0	0	0	0	0	0
0.235923510182399	117.980855292691	0.0612	0	0	0	0	1	0.333333333333333
3.26607923563684	142.618778471152	0	0	0	0	1	0	0.333333333333333
0.259691765555788	164.092409732268	0	0	0	0	0	0	0
0.414253075497606	148.311831379975	0	0	0	0	0	0	0
1.25025536863307	104.116310575236	0.4615	0	0	0	1	0	0.333333333333333
0.00100718643538601	102.754574221263	0	0	0	0	1	0	0.333333333333333
2.86113556714803	141.623287818561	0	0	0	0	0	0	0
0.175293854351733	131.130106758438	0	0	0	0	0	0	0
1.18001310235229	129.052990299802	0	0	0	0	0	0	0
2.16673442636165	118.233469708058	0	0	0	0	0	0	0
0.232236187340662	109.083700968449	0.0184	0	0	0	0	0	0
1.25187208191436	133.585152275229	0.2844	0.0934	0	0	1	1	0.666666666666667
2.3683931148722	116.127303703504	0.9325	0.0614	1	0	1	1	0.666666666666667
0.470815316716818	121.707979184134	0.3272	0.0022	0	0	0	1	0.333333333333333
0.0884427900511524	90.4581543819614	0.0803	7e-04	0	0	0	0	0
0.127680330364803	92.2147161572571	-0.0134	0.0267	0	0	0	0	0
0.306207606005269	137.518369743738	-0.0633	0.025	0	0	0	0	0
0.00720556485320952	133.383089705985	8e-04	0	0	0	0	0	0
1.88663631080024	114.669987590427	0.2793	0	1	0	1	0	0.333333333333333
0.0823830976902695	164.367199397474	0.0035	0	0	0	0	0	0
0.066565322911198	152.253720127786	-0.0253	0.0151	0	0	0	0	0
2.68658540052912	136.520488114079	0.9167	0.0833	1	0	1	1	0.666666666666667
1.03604297566876	127.301476940722	0.3976	7e-04	0	0	1	0	0.333333333333333
0.309252493569201	100.937097957854	-0.0348	0.0405	0	0	0	1	0.333333333333333
0.041251320513096	127.268993091332	0.0242	0.0021	0	0	0	1	0.333333333333333
1.13425542410733	156.048989787299	-0.0499	0.0354	0	0	0	0	0
1.68813445475446	130.183067468022	0.0796	0.0805	0	0	0	1	0.333333333333333
0.343486593887562	140.689273407385	-0.0897	0.0014	0	0	0	1	0.333333333333333
1.21731431162868	23.3588630056849	-0.3162	0.1735	1	1	1	1	1
0.542337133076732	56.3151261570601	0.0431	0.2073	1	1	0	1	0.666666666666667
0.543875657202871	45.8825679846829	-0.4439	0.1622	1	1	0	1	0.666666666666667
3.69570135792861	41.6803469155862	0	1	1	1	0	1	0.666666666666667
1.61023533191418	124.578252356384	0.643	0.0021	0	1	0	0	0.333333333333333
2.85916021416429	99.9555541704714	0.67	0	1	1	0	0	0.333333333333333
0.442212245637637	39.55738237045	0	0	0	1	1	0	0.666666666666667
0.297509537333033	136.970666861667	-0.3009	0.0242	0	1	0	0	0.333333333333333
0.311536666772068	133.845297599326	0.1287	0.0462	0	1	0	0	0.333333333333333
1.41319774415263	16.5843818965499	-0.1833	0.6488	1	1	1	1	1
0.3602440898664	15.4186514915787	-0.0909	0	1	1	1	1	1
3.29843725407197	29.3504818401269	0.4831	0.5169	1	1	0	1	0.666666666666667
3.24584478776242	80.8126593589091	0	1	1	1	0	1	0.666666666666667
