"block"	"treatment"	"datapoint"	"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"	"ACHMIL"	"AGREUP"	"ARRELA"	"BROERE"	"BROMOL"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALMOL"	"GALVER"	"GERDIS"	"LEUVUL"	"LOLPER"	"LOTCOR"	"MALSYL"	"MEDARA"	"ONOREP"	"PICECH"	"PLALAN"	"PLAMAJ"	"POAANG"	"POAPOI"	"POAPRA"	"POTREP"	"RANACR"	"RUBFRU"	"RUMACE"	"SALPRA"	"SENJAC"	"SONCHU"	"TAROFF"	"TRIPRA"	"TRIREP"	"VERBOF"	"Total"
3	"Ee"	9	0	0	0	24	0	0	NA	NA	1	3	NA	NA	NA	NA	2.5	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	7.5
3	"Pg"	1	0	0	0	0	24	0	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
3	"Pg"	2	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
3	"Pg"	3	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4
3	"Pg"	4	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
3	"Pg"	5	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	0.5	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5
3	"Pg"	6	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
3	"Pg"	7	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
3	"Pg"	8	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
3	"Pg"	9	0	0	0	0	24	0	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
3	"Pp"	1	0	0	0	0	0	24	0	NA	NA	0	NA	NA	NA	NA	1	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	3
3	"Pp"	2	0	0	0	0	0	24	NA	NA	2	0.5	NA	NA	NA	NA	0	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5
3	"Pp"	3	0	0	0	0	0	24	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	2
3	"Pp"	4	0	0	0	0	0	24	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
3	"Pp"	5	0	0	0	0	0	24	NA	NA	NA	0	NA	NA	NA	NA	0.5	0	NA	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5
3	"Pp"	6	0	0	0	0	0	24	0	NA	1	NA	NA	NA	NA	NA	2	0	NA	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	7
3	"Pp"	7	0	0	0	0	0	24	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6
3	"Pp"	8	0	0	0	0	0	24	NA	NA	2	0.5	NA	NA	NA	NA	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	3.5
3	"Pp"	9	0	0	0	0	0	24	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	6
4	"6sp"	1	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
4	"6sp"	2	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
4	"6sp"	3	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
4	"6sp"	4	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
4	"6sp"	5	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
4	"6sp"	6	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
4	"6sp"	7	4	4	4	4	4	4	NA	NA	7	NA	NA	NA	3	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
4	"6sp"	8	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
4	"6sp"	9	4	4	4	4	4	4	NA	NA	4	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
4	"Cb"	1	24	0	0	0	0	0	NA	NA	4	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	9.5
4	"Cb"	2	24	0	0	0	0	0	NA	NA	4	0.5	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5
4	"Cb"	3	24	0	0	0	0	0	NA	NA	3	NA	NA	NA	0	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	4.5
4	"Cb"	4	24	0	0	0	0	0	NA	NA	3	1	NA	NA	NA	NA	1.5	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	5	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	12
4	"Cb"	5	24	0	0	0	0	0	NA	NA	4	1	NA	NA	0	NA	1.5	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	12.5
4	"Cb"	6	24	0	0	0	0	0	NA	NA	5	1	NA	NA	NA	NA	2.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	9.5
4	"Cb"	7	24	0	0	0	0	0	NA	NA	5	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	1	2	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5
4	"Cb"	8	24	0	0	0	0	0	NA	NA	5	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	11
4	"Cb"	9	24	0	0	0	0	0	NA	NA	5	1	NA	NA	NA	NA	1	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	10
4	"Cb.Cd.Pg"	1	8	8	0	0	8	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4	"Cb.Cd.Pg"	2	8	8	0	0	8	0	NA	NA	6	1	NA	NA	NA	NA	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	1	NA	NA	NA	0	NA	NA	1	NA	NA	NA	0	NA	NA	19
4	"Cb.Cd.Pg"	3	8	8	0	0	8	0	NA	NA	6	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	12
4	"Cb.Cd.Pg"	4	8	8	0	0	8	0	NA	NA	8	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
4	"Cb.Cd.Pg"	5	8	8	0	0	8	0	NA	NA	7	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	19
4	"Cb.Cd.Pg"	6	8	8	0	0	8	0	NA	NA	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	0	NA	NA	1	NA	NA	NA	1	NA	NA	17
4	"Cb.Cd.Pg"	7	8	8	0	0	8	0	NA	NA	5	NA	NA	NA	NA	0	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	13
4	"Cb.Cd.Pg"	8	8	8	0	0	8	0	NA	NA	5	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	5	NA	0	NA	2	NA	NA	14
4	"Cb.Cd.Pg"	9	8	8	0	0	8	0	NA	NA	5	1	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	8
4	"Cb.Ci.Pg"	1	8	0	8	0	8	0	NA	NA	4	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	0	NA	NA	NA	0	NA	3	NA	NA	NA	1	NA	NA	NA	12
4	"Cb.Ci.Pg"	2	8	0	8	0	8	0	NA	NA	3	0	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	0	NA	NA	3	NA	NA	1	NA	NA	NA	15
4	"Cb.Ci.Pg"	3	8	0	8	0	8	0	NA	NA	3	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	8	NA	NA	0	NA	NA	NA	11
4	"Cb.Ci.Pg"	4	8	0	8	0	8	0	NA	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA	0	NA	NA	NA	NA	NA	NA	5	NA	NA	0	NA	NA	NA	15
4	"Cb.Ci.Pg"	5	8	0	8	0	8	0	NA	NA	4	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	NA	11
4	"Cb.Ci.Pg"	6	8	0	8	0	8	0	NA	NA	3	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	0	NA	NA	NA	12
4	"Cb.Ci.Pg"	7	8	0	8	0	8	0	NA	NA	5	NA	NA	NA	NA	NA	1	NA	5	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	7	3	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24
4	"Cb.Ci.Pg"	8	8	0	8	0	8	0	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	5	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	19
4	"Cb.Ci.Pg"	9	8	0	8	0	8	0	NA	NA	2	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	0	NA	NA	7	NA	NA	NA	1	NA	NA	19
4	"Cd"	1	0	24	0	0	0	0	NA	NA	4	2	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	0	13
4	"Cd"	2	0	24	0	0	0	0	NA	NA	5	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	7.5
4	"Cd"	3	0	24	0	0	0	0	NA	NA	2	2	NA	NA	NA	0	1	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	12
4	"Cd"	4	0	24	0	0	0	0	NA	NA	3.5	NA	NA	NA	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	7.5
4	"Cd"	5	0	24	0	0	0	0	NA	NA	2	NA	NA	NA	NA	NA	2	0	5	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.5	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	10
4	"Cd"	6	0	24	0	0	0	0	NA	NA	4	NA	NA	NA	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	9
4	"Cd"	7	0	24	0	0	0	0	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	3
4	"Cd"	8	0	24	0	0	0	0	NA	NA	3	2	NA	NA	NA	NA	2.5	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5
4	"Cd"	9	0	24	0	0	0	0	NA	NA	2	1	NA	NA	NA	0	2	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
4	"Cd.Pp.Ee"	1	0	8	0	8	0	8	NA	NA	NA	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	9
4	"Cd.Pp.Ee"	2	0	8	0	8	0	8	NA	NA	5	3	NA	NA	NA	NA	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	3	NA	NA	NA	0	NA	NA	NA	4	NA	NA	NA	NA	NA	19
4	"Cd.Pp.Ee"	3	0	8	0	8	0	8	NA	NA	NA	4	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	3	NA	NA	NA	0	NA	NA	1	1	NA	0	NA	NA	NA	11
4	"Cd.Pp.Ee"	4	0	8	0	8	0	8	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	0.5	NA	NA	NA	NA	NA	0	NA	NA	NA	5.5
4	"Cd.Pp.Ee"	5	0	8	0	8	0	8	NA	NA	5	NA	NA	NA	0	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	10
4	"Cd.Pp.Ee"	6	0	8	0	8	0	8	NA	NA	NA	1	NA	NA	0	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	2	NA	NA	NA	NA	NA	NA	0	1	NA	0	NA	NA	NA	10
4	"Cd.Pp.Ee"	7	0	8	0	8	0	8	NA	NA	5	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	0	NA	NA	0	2	NA	1	0	NA	NA	13
4	"Cd.Pp.Ee"	8	0	8	0	8	0	8	NA	NA	NA	2	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	3	NA	NA	NA	0	NA	NA	1	NA	NA	0	NA	NA	NA	8
4	"Cd.Pp.Ee"	9	0	8	0	8	0	8	NA	NA	5	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	7
4	"Ci"	1	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	9
4	"Ci"	2	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
4	"Ci"	3	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4	"Ci"	4	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	8	NA	NA	NA	NA	NA	NA	9
4	"Ci"	5	0	0	24	0	0	0	NA	NA	2	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	7
4	"Ci"	6	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	6
4	"Ci"	7	0	0	24	0	0	0	NA	NA	2	0	NA	NA	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	8
4	"Ci"	8	0	0	24	0	0	0	NA	NA	2	0	NA	NA	7	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	7	NA	NA	NA	NA	NA	NA	19
4	"Ci"	9	0	0	24	0	0	0	NA	NA	1	0	NA	NA	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	5	NA	NA	0	NA	NA	NA	17
4	"Ci.Ee.Pg"	1	0	0	8	8	8	0	NA	NA	1	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	4
4	"Ci.Ee.Pg"	2	0	0	8	8	8	0	NA	NA	0	1	NA	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	3	NA	NA	10
4	"Ci.Ee.Pg"	3	0	0	8	8	8	0	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
4	"Ci.Ee.Pg"	4	0	0	8	8	8	0	NA	NA	1	1	NA	NA	NA	NA	0	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	9
4	"Ci.Ee.Pg"	5	0	0	8	8	8	0	NA	NA	NA	2	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
4	"Ci.Ee.Pg"	6	0	0	8	8	8	0	NA	NA	4	1	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	12
4	"Ci.Ee.Pg"	7	0	0	8	8	8	0	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	17
4	"Ci.Ee.Pg"	8	0	0	8	8	8	0	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	14
4	"Ci.Ee.Pg"	9	0	0	8	8	8	0	NA	NA	NA	1	NA	NA	2	NA	NA	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	5
4	"Ci.Pp.Ee"	1	0	0	8	8	0	8	NA	NA	2	1	NA	NA	NA	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
4	"Ci.Pp.Ee"	2	0	0	8	8	0	8	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	2	NA	NA	NA	NA	NA	NA	NA	6
4	"Ci.Pp.Ee"	3	0	0	8	8	0	8	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	1	NA	1	7
4	"Ci.Pp.Ee"	4	0	0	8	8	0	8	NA	NA	4	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1	NA	NA	15
4	"Ci.Pp.Ee"	5	0	0	8	8	0	8	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
