"block"	"treatment"	"datapoint"	"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"	"ACHMIL"	"AGREUP"	"ARRELA"	"BROERE"	"BROMOL"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALMOL"	"GALVER"	"GERDIS"	"LEUVUL"	"LOLPER"	"LOTCOR"	"MALSYL"	"MEDARA"	"ONOREP"	"PICECH"	"PLALAN"	"PLAMAJ"	"POAANG"	"POAPOI"	"POAPRA"	"POTREP"	"RANACR"	"RUBFRU"	"RUMACE"	"SALPRA"	"SENJAC"	"SONCHU"	"TAROFF"	"TRIPRA"	"TRIREP"	"VERBOF"	"Total"
2	"Cd"	6	0	24	0	0	0	0	NA	NA	5	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	9
2	"Cd"	7	0	24	0	0	0	0	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	11
2	"Cd"	8	0	24	0	0	0	0	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	4
2	"Cd"	9	0	24	0	0	0	0	NA	NA	4	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	5	NA	5	16
2	"Cd.Pp.Ee"	1	0	8	0	8	0	8	NA	NA	NA	3	NA	NA	0	NA	2.5	0	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	1	NA	0	NA	NA	NA	NA	13.5
2	"Cd.Pp.Ee"	2	0	8	0	8	0	8	NA	NA	3	NA	NA	NA	NA	NA	1	0	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	10
2	"Cd.Pp.Ee"	3	0	8	0	8	0	8	NA	NA	4	3	NA	3	NA	NA	NA	0	NA	0	4	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	14
2	"Cd.Pp.Ee"	4	0	8	0	8	0	8	NA	NA	2	2	NA	NA	NA	NA	1	0	NA	NA	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	14.5
2	"Cd.Pp.Ee"	5	0	8	0	8	0	8	NA	NA	4	1	NA	NA	0	NA	3	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	4	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
2	"Cd.Pp.Ee"	6	0	8	0	8	0	8	NA	NA	4	NA	NA	NA	NA	NA	NA	0	NA	0	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	NA	NA	7
2	"Cd.Pp.Ee"	7	0	8	0	8	0	8	NA	NA	NA	2	NA	NA	0	NA	4	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	14
2	"Cd.Pp.Ee"	8	0	8	0	8	0	8	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	11
2	"Cd.Pp.Ee"	9	0	8	0	8	0	8	NA	NA	NA	2	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	5
2	"Ci"	1	0	0	24	0	0	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	5	NA	NA	NA	NA	NA	NA	NA	7
2	"Ci"	2	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
2	"Ci"	3	0	0	24	0	0	0	8	NA	1	NA	NA	NA	NA	NA	0	NA	3	NA	0	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	20
2	"Ci"	4	0	0	24	0	0	0	NA	NA	0	0	NA	8	NA	NA	0	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	0	NA	7	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	19
2	"Ci"	5	0	0	24	0	0	0	NA	NA	0	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	NA	7.5
2	"Ci"	6	0	0	24	0	0	0	7	NA	1	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	3	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
2	"Ci"	7	0	0	24	0	0	0	5	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
2	"Ci"	8	0	0	24	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	0	NA	NA	14
2	"Ci"	9	0	0	24	0	0	0	NA	NA	2	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	5	NA	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	14
2	"Ci.Ee.Pg"	1	0	0	8	8	8	0	NA	NA	4	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0	NA	4	NA	NA	NA	NA	NA	NA	NA	14
2	"Ci.Ee.Pg"	2	0	0	8	8	8	0	NA	NA	5	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
2	"Ci.Ee.Pg"	3	0	0	8	8	8	0	NA	NA	NA	3	NA	NA	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	10
2	"Ci.Ee.Pg"	4	0	0	8	8	8	0	NA	NA	3	2	NA	NA	4	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	19
2	"Ci.Ee.Pg"	5	0	0	8	8	8	0	NA	NA	2	2	NA	NA	3	NA	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	5	NA	NA	NA	0	NA	NA	22
2	"Ci.Ee.Pg"	6	0	0	8	8	8	0	NA	NA	3	1	NA	NA	NA	NA	3	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
2	"Ci.Ee.Pg"	7	0	0	8	8	8	0	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	8	NA	NA	NA	NA	NA	NA	16
2	"Ci.Ee.Pg"	8	0	0	8	8	8	0	NA	NA	3	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	15
2	"Ci.Ee.Pg"	9	0	0	8	8	8	0	NA	NA	3	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
2	"Ci.Pp.Ee"	1	0	0	8	8	0	8	NA	NA	NA	1.5	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5
2	"Ci.Pp.Ee"	2	0	0	8	8	0	8	NA	NA	1	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
2	"Ci.Pp.Ee"	3	0	0	8	8	0	8	NA	NA	2	1	NA	NA	NA	NA	NA	1	7	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
2	"Ci.Pp.Ee"	4	0	0	8	8	0	8	NA	NA	0	0	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
2	"Ci.Pp.Ee"	5	0	0	8	8	0	8	NA	NA	1	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
2	"Ci.Pp.Ee"	6	0	0	8	8	0	8	NA	NA	NA	1	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2	"Ci.Pp.Ee"	7	0	0	8	8	0	8	NA	NA	NA	2	NA	NA	NA	NA	0	1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	14
2	"Ci.Pp.Ee"	8	0	0	8	8	0	8	NA	NA	NA	1	NA	NA	NA	NA	1	1	8	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	17
2	"Ci.Pp.Ee"	9	0	0	8	8	0	8	NA	NA	NA	1	NA	NA	NA	NA	1	1	6	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	11
2	"Ci.Pp.Pg"	1	0	0	8	0	8	8	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	4	NA	NA	10
2	"Ci.Pp.Pg"	2	0	0	8	0	8	8	NA	NA	NA	0.5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.5
2	"Ci.Pp.Pg"	3	0	0	8	0	8	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
2	"Ci.Pp.Pg"	4	0	0	8	0	8	8	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	12
2	"Ci.Pp.Pg"	5	0	0	8	0	8	8	NA	NA	3	0	NA	NA	2	NA	NA	1	2	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
2	"Ci.Pp.Pg"	6	0	0	8	0	8	8	NA	NA	3	0	NA	NA	NA	NA	0	1	5	NA	NA	2	NA	4	NA	1	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	23
2	"Ci.Pp.Pg"	7	0	0	8	0	8	8	NA	NA	4	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	18
2	"Ci.Pp.Pg"	8	0	0	8	0	8	8	NA	NA	NA	0	NA	NA	5	NA	NA	3	2	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	16
2	"Ci.Pp.Pg"	9	0	0	8	0	8	8	NA	NA	3	0	NA	NA	5	NA	NA	1	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
2	"control"	1	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0
2	"control"	2	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0
2	"control"	3	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0
2	"control"	4	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0
2	"control"	5	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
2	"control"	6	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
2	"control"	7	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0
2	"control"	8	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0
2	"control"	9	0	0	0	0	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
2	"Ee"	1	0	0	0	24	0	0	NA	NA	5	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
2	"Ee"	2	0	0	0	24	0	0	NA	NA	5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
2	"Ee"	3	0	0	0	24	0	0	NA	NA	4	4	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	2	NA	1	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	12
2	"Ee"	4	0	0	0	24	0	0	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
2	"Ee"	5	0	0	0	24	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
2	"Ee"	6	0	0	0	24	0	0	NA	NA	3	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	8
2	"Ee"	7	0	0	0	24	0	0	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
2	"Ee"	8	0	0	0	24	0	0	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
2	"Ee"	9	0	0	0	24	0	0	NA	NA	3	NA	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
2	"Pg"	1	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	3
2	"Pg"	2	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	6
2	"Pg"	3	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	7
2	"Pg"	4	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	2	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	4
2	"Pg"	5	0	0	0	0	24	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	3.5
2	"Pg"	6	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	0	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5.5
2	"Pg"	7	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2	"Pg"	8	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3
2	"Pg"	9	0	0	0	0	24	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	4	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	9
2	"Pp"	1	0	0	0	0	0	24	NA	NA	NA	1	NA	NA	NA	NA	1	0	4	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	6	NA	1	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
2	"Pp"	2	0	0	0	0	0	24	NA	NA	3	1	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	5	NA	3	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
2	"Pp"	3	0	0	0	0	0	24	NA	NA	4	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	4	NA	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	12
2	"Pp"	4	0	0	0	0	0	24	NA	NA	5	1	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	13
2	"Pp"	5	0	0	0	0	0	24	NA	NA	5	1	NA	NA	NA	NA	2	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	3	NA	2	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	16
2	"Pp"	6	0	0	0	0	0	24	NA	NA	6	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	0.5	NA	NA	NA	NA	NA	0	3	NA	NA	20.5
2	"Pp"	7	0	0	0	0	0	24	NA	NA	4	1	NA	0.5	NA	NA	1	0	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	15.5
2	"Pp"	8	0	0	0	0	0	24	NA	NA	5	1	NA	0	NA	NA	NA	0	7	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	3	NA	3	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	19
2	"Pp"	9	0	0	0	0	0	24	NA	NA	6	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	14
3	"6sp"	1	4	4	4	4	4	4	NA	NA	2	1	NA	NA	0	5	0	1	3	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
3	"6sp"	2	4	4	4	4	4	4	NA	NA	3	1	NA	NA	NA	NA	1	1	4	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	11
3	"6sp"	3	4	4	4	4	4	4	NA	NA	3	1	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
3	"6sp"	4	4	4	4	4	4	4	NA	NA	3	1	NA	NA	1	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	3	NA	NA	NA	NA	NA	NA	10.5
3	"6sp"	5	4	4	4	4	4	4	NA	NA	5	1	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	NA	NA	14
3	"6sp"	6	4	4	4	4	4	4	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	1	NA	NA	NA	NA	NA	NA	4
3	"6sp"	7	4	4	4	4	4	4	NA	NA	2	1	NA	NA	NA	2	1	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
3	"6sp"	8	4	4	4	4	4	4	NA	NA	2	1	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	1	1	NA	NA	NA	NA	NA	NA	10
3	"6sp"	9	4	4	4	4	4	4	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	0	NA	NA	4	NA	NA	0	NA	NA	NA	10
3	"Cb"	1	24	0	0	0	0	0	NA	NA	5	0.5	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	NA	6.5
3	"Cb"	2	24	0	0	0	0	0	NA	NA	5	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	9
3	"Cb"	3	24	0	0	0	0	0	NA	NA	NA	0.5	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	5
